year,month,day_idx,cumflow
2026,3,5,0.3430445201160297
2026,3,6,0.2673729347963173
2026,3,7,0.3377475091436499
2026,3,8,0.34228780426283256
2026,3,9,0.36852062050699963
2026,3,10,0.3677639046538025
2026,3,11,0.3468280993820154
2026,3,12,0.37053852944885857
2026,3,13,0.47874889645604735
2026,3,14,0.49161306596039855
2026,3,15,0.5259175179720015
2026,3,16,0.405851935931391
2026,3,17,0.42754445705637534
2026,3,18,0.5165846891159036
2026,3,19,0.4729474082482028
2026,3,20,0.39904149325261695
2026,3,21,0.3316937823180729
2026,3,22,0.27039979820910576
2026,4,1,0.4000504477235465
2026,4,2,0.33068482784714337
2026,4,3,0.3511161558834658
2026,4,4,0.3755833018035062
2026,4,5,0.3561609282381133
2026,4,6,0.4810190440156388
2026,4,7,0.4598310001261193
2026,4,8,0.49943246311010214
2026,4,9,0.5698070374574348
2026,4,10,0.6232816244166982
2026,4,11,0.7186278219195359
2026,4,12,0.7345188548366754
2026,4,13,0.7203934922436626
2026,4,14,0.733509900365746
2026,4,15,0.7367890023962669
2026,4,16,0.8051456678017405
2026,4,17,0.934039601462984
2026,4,18,1.0745365115399168
2026,4,19,1.277336360196746
2026,4,20,1.252364737041241
2026,4,21,1.3588094337243033
2026,4,22,1.4518854836675494
2026,5,2,1.7311136334972885
2026,5,4,1.9326522890654558
2026,5,5,1.929373187034935
2026,5,6,2.0
2026,5,7,1.960398537016017
2026,5,8,1.819649388321352
2026,5,9,1.7578509269769202
2026,5,10,1.6478748896456048
2026,5,11,1.4264093832765796
2026,5,12,1.4503720519611552
2026,5,13,1.3454407869844873
2026,5,14,1.2649766679278598
2026,5,15,1.5245302055744734
2026,5,16,1.5664018161180477
2026,5,18,1.5399167612561484
2026,5,19,1.3656198764030774
2026,5,20,1.2372304199772985
2026,5,21,1.1693782318072896
2026,6,1,1.3181990162693908
2026,6,2,1.1219573716736033
2026,6,4,1.0916887375457183
2026,6,5,0.974397780300164
2026,6,6,0.8260814730735275
2026,6,7,0.9489216799091941
2026,6,8,0.9880186656577122
2026,6,9,0.9537142136461092
2026,6,10,0.9766679278597553
2026,6,11,1.1885483667549501
2026,6,12,1.1933409004918654
2026,6,13,1.2016647748770337
2026,6,14,1.115146928994829
2026,6,15,1.1322991550006305
2026,6,16,1.0561230924454534
2026,6,17,0.9055366376592257
2026,6,18,0.8515575734644975
2026,6,19,0.8260814730735275
2026,6,20,0.6886114264093833
2026,6,21,0.8480262328162441
2026,6,22,0.938832135199899
2026,7,1,1.1408752680035315
2026,7,2,0.9718753941228402
2026,7,3,0.909824694160676
