year,month,day_idx,cumflow
2026,3,22,0.0
2026,4,1,0.13176213574825946
2026,4,2,0.21638997852266195
2026,4,4,0.2753079469011306
2026,4,5,0.24852701503413654
2026,4,6,0.3674344179067238
2026,4,7,0.34708085247756615
2026,4,8,0.35672200429546796
2026,4,9,0.4242098626984828
2026,4,10,0.39314408798036293
2026,4,11,0.44563468992099564
2026,4,12,0.6523835166257561
2026,4,13,0.6073915429163145
2026,4,14,0.63952857942779
2026,4,15,0.6331012129899533
2026,4,16,0.6866630767239411
2026,4,17,0.5602570456201625
2026,4,18,0.46170320817673294
2026,4,19,0.400642716211554
2026,4,20,0.32994107242847404
2026,4,21,0.28066405154561136
2026,4,22,0.45099079456547675
2026,5,1,0.43277975272302827
2026,5,2,0.4392073234831597
2026,5,3,0.42206754343406727
2026,5,4,0.5623995692068728
2026,5,5,0.4713443599946341
2026,5,6,0.7402249404579291
2026,5,7,0.9394751389314984
2026,5,8,0.8934119034287016
2026,5,9,1.005891735541158
2026,5,10,1.1494375466940292
2026,5,11,0.9994641647810272
2026,5,12,1.1387253374050679
2026,5,13,1.1322977666449368
2026,5,14,1.2437065412863333
2026,5,15,1.214783085832629
2026,5,16,1.454740006519924
2026,5,18,1.7600428749904093
2026,5,19,1.7900373879151736
2026,5,20,1.783610225799633
2026,5,21,1.6057844459039865
2026,6,1,1.2779861013845184
2026,6,2,1.3486877451675987
2026,6,3,1.0755223218531784
2026,6,4,1.1655062692720617
2026,6,5,0.7991429088363977
2026,6,6,0.8730585423218387
2026,6,7,0.6877343385172964
2026,6,8,0.6491697312456906
2026,6,9,1.077664845439889
2026,6,10,0.7230851604088365
2026,6,11,0.7820031287873052
2026,6,12,0.7284412650533173
2026,6,13,0.6909479195750667
2026,6,14,0.6502409930390458
2026,6,16,0.4895554018370821
2026,6,17,0.38136041257575115
2026,6,18,0.2313872349850441
2026,6,19,0.1328333975416145
2026,6,20,0.14997317759070672
2026,6,21,0.42956617166525835
2026,6,22,0.557043260240097
2026,7,1,0.4574183653256074
2026,7,2,0.4284949098719031
2026,7,4,0.3824316743691063
2026,7,5,0.18532399948224731
2026,7,6,0.15318696297077228
2026,7,7,0.16175685299531883
2026,7,8,0.10712372746797572
2026,7,9,-0.01392619899132208
2026,7,10,0.003213581057770365
2026,7,11,-0.04927702088286268
2026,7,12,-0.20996261208482636
