month,day_idx,n_years,median,upper,lower
1,1,4,0.0,0.0,0.0
1,2,5,0.047575520882413125,0.16585555379469552,-0.07070451202986927
1,3,5,0.10198877805971374,0.111936916331552,0.09204063978787547
1,4,5,0.0965519577371019,0.19737830277127333,-0.004274387297069526
1,5,5,0.1551726717727704,0.3393035672075343,-0.02895822366199352
1,6,4,0.026033607723449315,0.10042109318610687,-0.04835387773920824
1,7,5,0.07502284281144234,0.24366740028938705,-0.09362171466650238
1,8,5,0.07044834732520977,0.31639517452094434,-0.1754984798705248
1,9,5,0.1363218501525536,0.3265353425508919,-0.05389164224578469
1,10,4,0.21676544260306763,0.3068489817244935,0.12668190348164177
1,11,3,-0.22194544792962312,0.04634682192920481,-0.49023771778845104
1,12,4,0.09114859677949083,0.23873466893857764,-0.05643747537959598
1,13,4,-0.12202844343363661,0.10805745146331514,-0.35211433833058836
1,14,5,-0.04827565001534917,0.19352537794512925,-0.2900766779758276
1,15,5,-0.12850607822677484,0.15218411016689015,-0.40919626662043984
1,16,5,-0.1408978807502872,0.2799320472683837,-0.5617278087689581
1,17,5,-0.07649158354478547,0.3123840689532198,-0.46536723604279073
1,18,5,-0.028556733358700015,0.3660026508933606,-0.4231161176107606
1,19,5,-0.05860364013422781,0.37925595993841243,-0.49646324020686805
1,20,5,-0.03161666125878404,0.3534111232808822,-0.4166444457984503
1,21,5,0.11097248614080613,0.28355068209587087,-0.061605709814258613
1,22,3,0.18389737103496606,0.41753437204777666,-0.049739629977844535
2,1,5,0.07751130014060403,0.2592400213317492,-0.10421742105054116
2,2,5,0.07241193904888177,0.2959072191365898,-0.15108334103882626
2,3,5,0.025497194514928267,0.23394244928071622,-0.1829480602508597
2,4,5,0.21417627830287467,0.6325671667880955,-0.2042146101823462
2,5,5,0.23763365056985064,0.4770703958223107,-0.0018030946826094185
2,6,5,0.21774905644704767,0.4515685151900152,-0.016070402295919828
2,7,5,0.22872826442796645,0.45718832291358635,0.0002682059423465555
2,8,5,0.17566313955509383,0.44751414783851096,-0.0961878687283233
2,9,5,0.17746025595236703,0.46471895839563004,-0.10979844649089598
2,10,5,0.12646586692251005,0.4601797072963816,-0.20724797345136148
2,11,3,0.16420199492514942,0.3787098203723129,-0.05030583052201404
2,12,5,0.15298316708957072,0.3469220170011796,-0.04095568282203815
2,13,4,0.07307299038147552,0.31941815764767206,-0.17327217688472102
2,14,4,-0.007478331877397548,0.07865445882380495,-0.09361112257860005
2,15,4,0.011318885657923716,0.1606259180504634,-0.13798814673461596
2,16,5,-0.036159713089119805,0.041409888227836034,-0.11372931440607564
2,17,5,-0.03202216642689637,0.13412125129194502,-0.19816558414573776
2,18,5,-0.036159713089119805,0.1991145306617248,-0.2714339568399644
2,19,5,-0.015553703467151347,0.13857619181264536,-0.16968359874694805
2,20,5,0.05112217256985496,0.2228374738326745,-0.12059312869296457
2,21,1,0.07730659557314401,0.07730659557314401,0.07730659557314401
3,1,5,0.05610934196475925,0.14623632933382497,-0.03401764540430646
3,2,5,-0.14821616663769865,0.09146881804639395,-0.38790115132179126
