month,day_idx,n_years,median,upper,lower
1,1,5,0.0,0.0,0.0
1,2,5,0.007042253521126751,0.05056541170097506,-0.03648090465872156
1,3,5,0.012019230769230727,0.0269311938061938,-0.0028927322677323453
1,4,5,0.02644230769230771,0.08723252979414953,-0.03434791440953411
1,5,5,0.021126760563380254,0.05642267063921985,-0.014169149512459345
1,6,5,0.020779220779220786,0.06637112887112884,-0.024812687312687265
1,7,5,0.027012987012987044,0.04987378818364724,0.00415218584232685
1,8,5,0.03428571428571425,0.1001373626373625,-0.031565934065934
1,9,5,0.05506493506493504,0.22598865922809586,-0.11585878909822578
1,10,5,0.06832298136645965,0.15999014572384146,-0.02334418299092217
1,11,5,0.042597402597402634,0.13173389110889128,-0.04653908591408601
1,12,5,0.014084507042253502,0.0817951185373107,-0.05362610445280369
1,13,5,-0.03605769230769229,0.07880806693306691,-0.1509234515484515
1,14,5,0.021126760563380254,0.07826778854947863,-0.03601426742271813
1,15,5,0.033653846153846145,0.33568741041567124,-0.26837971810797895
1,16,4,0.04809752747252749,0.2089225142938243,-0.11272745934876932
1,17,4,0.05971965534465529,0.2966825598294694,-0.17724324914015882
1,18,4,-0.05330267558528429,0.26126260068773843,-0.367867951858307
1,19,4,0.1321294194935499,0.47862255389604774,-0.21436371490894796
1,20,4,0.07703505733397037,0.4454739515689455,-0.29140383690100474
1,21,3,0.016826923076923017,0.20045240086000937,-0.16679855470616334
1,22,3,0.0737662337662337,0.07850149850149862,0.06903096903096878
2,1,4,0.043568605307735764,0.05392793347956393,0.0332092771359076
2,2,4,0.06484472049689438,0.1104216435738174,0.019267797419971366
2,3,5,0.06211180124223603,0.11922181079789773,0.005001791686574331
2,4,5,0.019230769230769273,0.29272227772227777,-0.2542607392607392
2,5,5,0.08173076923076927,0.3877060439560439,-0.22424450549450536
2,6,5,0.11057692307692302,0.47330932443939827,-0.25215547828555224
2,7,4,-0.010542962572482828,0.2814896760637628,-0.30257560120872845
2,8,4,0.02494212830327064,0.3409839126059245,-0.2910996559993832
2,9,5,0.10576923076923073,0.3803621378621378,-0.16882367632367634
2,10,5,0.12019230769230771,0.41990384615384607,-0.17951923076923065
2,11,4,-0.10600065695174388,0.29538240101141966,-0.5073837149149074
2,12,4,-0.09027114190157665,0.20702707044945262,-0.3875693542526059
2,13,4,-0.06503075728619206,0.29125479255129433,-0.42131630712367846
2,14,5,0.10336538461538458,0.4922134115884116,-0.2854826423576424
2,15,5,0.14903846153846156,0.6616431308543854,-0.3635662077774623
2,16,5,0.3542857142857142,0.6005324196099104,0.10803900896151802
2,17,5,0.2908653846153846,0.6322425844450752,-0.05051181521430603
2,18,5,0.3221153846153846,0.6442928611978427,-6.209196707351872e-05
2,19,5,0.2932692307692307,0.589527746239001,-0.0029892847005394407
2,20,5,0.27116883116883117,0.8911683519432596,-0.34883068960559727
2,21,1,0.3221153846153846,0.3221153846153846,0.3221153846153846
3,2,5,0.2548076923076923,0.8694135969664138,-0.35979821235102927
3,3,5,0.15867158671586712,0.4707940767719365,-0.15345090334020228
3,4,5,0.25,0.7633763837638378,-0.26337638376383776
3,5,5,0.22596153846153844,0.8501151137594799,-0.39819203683640303
3,6,5,0.23798076923076927,0.5075031218781219,-0.03154158341658325
3,7,4,0.23824687766108432,0.38845479474400135,0.08803896057816729
3,8,5,0.15625,0.5795373376623376,-0.2670373376623376
3,9,5,0.17548076923076927,0.7210907842157841,-0.37012924575424555
3,10,5,0.09409594095940954,0.6472116833844395,-0.4590198014656204
3,11,5,-0.0036900369003690647,0.47524695743851825,-0.4826270312392564
3,12,5,-0.009225092250922495,0.38890910035860937,-0.40735928486045436
3,13,5,-0.0073800738007380184,0.37239488592069014,-0.3871550335221662
3,14,5,-0.13099630996309963,0.05449680273200236,-0.3164894226582016
3,15,5,-0.204225352112676,-0.13789257282827383,-0.2705581313970782
3,16,5,-0.1901408450704225,0.20269216776674814,-0.5829738579075932
3,17,5,-0.19718309859154926,0.03809815414224488,-0.4324643513253434
3,18,5,-0.04981549815498154,0.40651715523366416,-0.5061481515436272
3,19,5,-0.06642066420664205,0.34637069973184204,-0.47921202814512615
3,20,5,-0.1338028169014085,0.06611407575890105,-0.33371970956171804
3,21,5,-0.18309859154929575,-0.029175050301810834,-0.33702213279678067
3,22,3,-0.26086956521739135,-0.1653398652786282,-0.3563992651561545
3,23,2,-0.19070947423672469,-0.09478610795206027,-0.2866328405213891
4,1,5,-0.08487084870848716,0.06732598381884408,-0.2370676812358184
4,2,5,0.14944649446494462,0.6482641234863051,-0.34937113455641594
4,3,5,0.30627306273062727,0.6581615455577632,-0.04561542009650871
4,4,5,0.32472324723247226,0.6849941456145331,-0.03554765114958858
4,5,5,0.32472324723247226,0.5984556840760715,0.05099081038887299
4,6,5,0.2416974169741697,0.6760262915129152,-0.19263145756457578
4,7,5,0.1771217712177121,0.7502578441933485,-0.3960143017579243
4,8,4,0.0910247301230776,0.5496469774409771,-0.36759751719482187
4,9,5,0.2509225092250922,0.7484242854850908,-0.2465792670349064
4,10,5,0.33394833948339486,0.9039392917967641,-0.2360426128299744
4,11,5,0.30627306273062727,0.7097820357085556,-0.0972359102473011
4,12,5,0.39852398523985233,0.648093776610843,0.1489541938688616
4,13,5,0.4169741697416973,0.77021421383045,0.06373412565294467
4,14,5,0.4782608695652175,0.7364539808018069,0.22006775832862818
4,15,5,0.6327272727272727,0.7220979020979021,0.5433566433566432
4,16,5,0.6722077922077921,0.8843758086931519,0.46003977572243243
4,17,5,0.6802884615384616,0.8249849205222821,0.535592002554641
4,18,5,0.6923076923076923,0.8315484515484515,0.5530669330669331
4,19,5,0.6923076923076923,0.7707692307692307,0.6138461538461539
4,20,5,0.6223376623376623,0.7120941558441558,0.5325811688311688
4,21,4,0.5814791458541458,1.1311327613806856,0.031825530327606044
4,22,3,0.6244155844155844,0.8002216533466534,0.44860951548451544
5,1,1,-0.30281690140845074,-0.30281690140845074,-0.30281690140845074
5,2,5,0.6171428571428571,0.8280745341614908,0.40621118012422336
5,3,3,0.5384615384615384,0.9978499761108457,0.07907310081223112
5,4,2,0.9868785954940295,1.4050846874928375,0.5686725034952214
5,5,4,0.6167326423576422,0.7831235911228993,0.4503416935923852
5,6,5,0.5461254612546125,0.7274567498921742,0.36479417261705077
5,7,5,0.516826923076923,0.8316486502627807,0.20200519589106541
5,8,5,0.5216346153846154,0.70630056060176,0.3369686701674708
5,9,5,0.5264423076923077,0.7183197913709908,0.33456482401362464
5,10,5,0.5673076923076923,0.6573399426660296,0.477275441949355
5,11,4,0.37907107331942885,0.7282849037694217,0.029857242869435974
5,12,5,0.5600961538461539,0.6830688061938062,0.4371235014985016
5,13,5,0.40993788819875776,0.6817843026538678,0.13809147374364772
5,14,5,0.40993788819875776,0.7550310559006211,0.06484472049689438
5,15,5,0.44099378881987583,0.831451157538114,0.050536420101637614
5,16,5,0.5217391304347827,0.8097797854319593,0.2336984754376062
5,17,4,0.50285176779742,0.7199833318855058,0.2857202037093342
5,18,5,0.45962732919254656,0.6283594123268036,0.29089524605828954
5,19,5,0.45962732919254656,0.7726845591437281,0.146570099241365
5,20,5,0.422360248447205,0.7227141065456283,0.12200639034878169
5,21,4,0.30708469344308825,0.9177039377551142,-0.3035345508689377
5,22,4,0.453968585762064,0.872003594231855,0.03593357729227298
5,23,2,0.41370043000477785,0.4566113234591495,0.3707895365504062
6,1,4,0.425017916865743,0.5071655893040058,0.34287024442748015
6,2,4,0.3397628086857791,0.5842506728190788,0.0952749445524794
6,3,4,0.44224796942188244,0.9498425487555922,-0.06534660991182734
6,4,2,0.5306852925672114,1.3460859251449657,-0.2847153400105429
6,5,4,0.19272993972175745,0.6151339288740626,-0.2296740494305477
6,6,5,0.4347826086956521,1.1292100428658909,-0.25964482547458656
6,7,5,0.40993788819875776,0.6868165514828098,0.13305922491470568
6,8,5,0.516826923076923,0.9646025189599132,0.06905132719393275
6,9,5,0.422360248447205,0.86575977604759,-0.021039279153180046
6,10,5,0.5745192307692307,1.0184013979562871,0.1306370635821743
6,11,5,0.5900621118012424,0.9327198551488624,0.24740436845362235
6,12,5,0.6466346153846154,0.7853783444816053,0.5078908862876256
6,13,5,0.6802884615384616,1.4579924151935022,-0.09741549211657896
6,14,5,0.6442307692307693,1.8207417582417582,-0.5322802197802198
6,15,5,0.6201923076923077,1.674375895843287,-0.43399128045867164
6,16,5,0.610576923076923,1.660550047778309,-0.4393962016244629
6,17,5,0.6153846153846154,1.5329264831109852,-0.3021572523417543
6,18,5,0.5841346153846154,1.4222184065934065,-0.25394917582417564
6,19,5,0.6177884615384616,1.8296824214517877,-0.5941054983748645
6,20,5,0.6754807692307693,1.7203920639219934,-0.36943052546045496
6,21,4,0.4739086694077509,1.3182366701411743,-0.3704193313256726
6,22,3,-0.06338028169014087,0.4061249415311054,-0.5328855049113872
7,1,5,0.641826923076923,1.6785109696641385,-0.39485712351029256
7,2,5,0.5600961538461539,1.583305960344004,-0.46311365265169624
7,3,5,0.5240384615384616,1.6586877031419287,-0.6106107800650055
7,4,5,0.5456730769230769,1.5998342689918779,-0.5084881151457241
7,5,5,0.5408653846153846,1.555654264214047,-0.4739234949832778
7,6,5,0.5841346153846154,1.769750874125874,-0.6014816433566432
7,7,5,0.6057692307692307,1.9350374625374624,-0.7234990009990011
7,8,6,0.8016291033806957,1.6311391467850895,-0.02788094002369812
7,9,5,0.8789808917197452,1.4797642125252204,0.27819757091427
