,[IDX] KOSPI,[IDX] KOSDAQ,[US] 한국 추종 ETF,[IDX] 닛케이225,[IDX] 항셍,[IDX] 상하이종합,[IDX] 대만가권,[KR] 삼성전자,[KR] SK하이닉스,[KR] 현대차,[KR] 두산에너빌리티,[KR] 현대로템,[KR] 네이버,[KR] 카카오,[KR] LG전자,[KR] KODEX 2차전지산업,[KR] KODEX 자동차,[KR] TIGER 200 건설,[KR] TIGER 의료기기,[KR] TIGER 반도체,[KR] TIGER 증권,[KR] TIGER 헬스케어,[KR] TIGER 은행,[IDX] 다우 존스,[IDX] S&P 500,[US] S&P500,[IDX] 러셀 2000,[US] 러셀,[US] 미국 전체,[IDX] NASDAQ,[US] 나스닥,[US] 나스닥 레버리지,[US] 미국 반도체,[US] 엔비디아,[US] 마이크론,[US] 브로드컴,[US] 인텔,[US] AMD,[US] 퀄컴,[US] 시게이트,[US] 웨스턴디지털,[US] 애플,[US] 마이크로소프트,[US] 구글,[US] 소프트웨어 ETF,[US] 테슬라,[US] 월마트,[US] 코카콜라,[US] 제타,[US] 이즈코프,[US] 이머징 마켓,[US] 선진국 마켓,[US] 금,[US] 은,[US] 미국 오일 펀드,[US] 원자재 펀드
[IDX] KOSPI,1.0,-0.025653966260426014,0.9529626966013098,0.6835328782739148,0.8460020761995408,0.7762908523322293,0.8052931048588539,0.8743082307123542,0.8404278250273726,0.602010892105764,0.7099630656312164,0.7265035828556269,0.6580550445990174,0.6748295792392611,0.6431773060096966,0.23571953036906104,0.7505590454939833,0.6670782186387674,0.6493952090486315,0.9475767322460853,0.8112010176291446,0.6548675329186053,0.7919143708434123,0.8654521648663758,0.831239266060107,0.8313714423700801,0.9186407355641345,0.9080733526091816,0.856762306180275,0.8210098233281984,0.8036021146982986,0.9479681855967321,0.7740634880948304,0.594356991051753,0.602513962991688,0.7951076388539663,0.3842347778649623,0.6629601266480313,0.8889189787104244,0.7785969217970525,0.7823965037957411,0.7835147301629072,0.7482707109126834,0.8727902144283989,0.837197620743693,0.8644758556042954,0.7885315405984095,0.842691286601753,0.2328904586640475,0.5027192034106325,0.8733635001058548,0.8570114583882843,0.8336418334229178,0.5028484536787782,-0.727114166415708,-0.6049002035509655
[IDX] KOSDAQ,-0.025653966260426014,1.0,0.517908234350048,0.3919138634731868,-0.04905966534709092,0.06484839993151652,0.3137864499372912,0.7703114434962586,0.3818678407481723,0.3483927125260857,0.22445823904659035,0.21707178438658103,0.8258746999959646,0.8054950169881456,0.7357224046242683,0.5561281683717981,0.4783412432416012,0.24496065043963827,0.9036575230261521,0.6923709059665497,0.30773497608245726,0.7745899774935151,0.23144515410543906,0.13833668107549382,0.16855969889358935,0.16832490905928513,0.08258271513391639,0.7104720059142758,0.7911653267645754,0.1947213344918931,0.33002099942817614,0.7416180451821861,0.7318360040668127,0.18072132804100946,0.3251096867015385,0.4621717799212045,0.3736400612555842,0.2238194685350832,0.012727902753417777,0.6093646351368286,0.011191241254157654,0.16373684784072282,0.19620324548685822,0.7332279307903892,0.8000196800237109,0.7123219967567079,0.06551542579866021,0.14272039262270506,-0.4594944855793934,-0.37290469245438673,0.6234967688554398,0.7164459356548887,0.4498089848019915,0.07639956348834795,-0.6293656444050229,-0.5678789622272877
[US] 한국 추종 ETF,0.9529626966013098,0.517908234350048,1.0,0.6208938406998362,0.8648081279311738,0.7151733060096206,0.7047943106356389,0.6728295308502938,0.5686454609417382,0.3942930430039068,0.494199187730404,0.4776196767333354,0.6697393643454601,0.6263369341924864,0.6469699917910625,0.10202209325110888,0.56256140413196,0.5194590888850622,0.7598986600562919,0.7202946819487154,0.561509903280768,0.6039969440029898,0.5968621506994181,0.704091547769451,0.6615370121229311,0.6615533920423703,0.7902646674960188,0.7908403144447356,0.6938793242243725,0.6499975509333709,0.6265248612911632,0.7281043593682744,0.5870096767132491,0.4175887139523802,0.45682696917522253,0.5237772363224269,0.2925913163467219,0.49073792232290975,0.7130149328354622,0.6134589533117081,0.7457907410691859,0.598264413011148,0.566001642325179,0.6584374173384536,0.6680516060037316,0.5311246592498653,0.573536274769045,0.7255990896415527,0.06879323516624365,0.44720483037549785,0.9444586201499907,0.8696216672403602,0.6126312659343882,0.36242122895675494,-0.5314302247335089,-0.45468965871260286
[IDX] 닛케이225,0.6835328782739148,0.3919138634731868,0.6208938406998362,1.0,0.19723124995994676,0.5146024068386257,0.9599605679325984,0.8568980564107359,0.9168037991901073,0.6813463872977166,0.6691887734668001,0.7675195858884987,0.3683707191765189,0.40179322536303863,0.48660488859606543,0.2235654988303132,0.7023063900383888,0.6667242432543424,0.2575837591850062,0.9317655388739665,0.8555329474127976,0.5342114594048889,0.8384303305051652,0.8134353024183126,0.7887012412348575,0.8694545546897577,0.6886947091524432,0.9330240496575484,0.9824882285131629,0.8248869420785732,0.96808789052513,0.9177690405697443,0.9671075434339393,0.8262411292227739,0.8024997406933252,0.8440957776037876,0.16983598735739314,0.8543234586208774,0.7149467536737291,0.8907364711160837,0.5022479610852648,0.8489730775359788,0.8492849746275076,0.9665799062750218,0.9639059499140122,0.8969294137003165,0.7349355266780644,0.5890422737398127,0.7535231544237694,-0.06434205310703979,0.5200382681621235,0.8087184762230495,0.7403843063391944,0.2846836249453125,-0.6029714370918976,-0.47202949867578803
[IDX] 항셍,0.8460020761995408,-0.04905966534709092,0.8648081279311738,0.19723124995994676,1.0,0.7623486158554469,0.4842350978166175,-0.061795245189522126,0.06518791073692783,-0.4360702350286071,0.12444053499790143,0.1618135929195214,0.07501498048937262,0.0021016224503205973,-0.13756219212537496,-0.6600921951394194,-0.274782222856778,0.0009451562374802021,0.23924565258980582,-0.009254325765175663,0.10273605157002427,0.2119035510551163,0.14558285963466958,0.6623650085174412,0.6229106254139173,0.576833533318009,0.75945724295929,0.6053599812699442,0.4568245959205189,0.574692443298846,0.4085622793828865,0.11202483113119303,0.30704533840505177,0.21397120482931575,0.43528187141523816,0.10616021500322573,0.7026515111598649,0.34046311422931064,0.6746869842034159,0.36432807154034413,0.770103903381755,0.4497106088125439,0.4479266985681161,0.285489380608295,0.421356859245219,-0.14522605441276487,0.5817000020724296,0.7476331425028645,0.03124864284801127,0.5370730072946712,0.8496307492348596,0.7215195302436339,0.2484815694671657,-0.02762405300805565,-0.3329111259519205,-0.42861036615970555
[IDX] 상하이종합,0.7762908523322293,0.06484839993151652,0.7151733060096206,0.5146024068386257,0.7623486158554469,1.0,0.5821666062107186,0.6492062821927648,0.582527912817557,0.15334138765399472,0.5398072541672043,0.5346092392111679,0.5579170580545622,0.5625535785585506,0.32916774895827927,0.08446870776026488,0.3532948314529078,0.2019608147265168,0.6538270780811507,0.6906630199532295,0.5672161052438903,0.5627488177245618,0.4573743731846189,0.6032290628768353,0.5689077949554142,0.5689710910127759,0.6416702514655752,0.5774220126208112,0.526278009835048,0.5564086547220446,0.5100860464968996,0.7012671026758186,0.45699337568722714,0.3447971357645938,0.39923104930008385,0.5718289715385796,0.28505423496635873,0.419298091590913,0.5877472412860704,0.4119833585518526,0.5150404949200593,0.5161990745749065,0.4898018661715354,0.4424563814092052,0.5065275109174285,0.672825910592526,0.4992347903252958,0.5773687276530689,-0.14988027001413814,0.3215012079784953,0.7348704222877894,0.6935201904998181,0.32173107375641163,-0.004240008966616929,-0.24923046843549648,-0.2130561650392345
[IDX] 대만가권,0.8052931048588539,0.3137864499372912,0.7047943106356389,0.9599605679325984,0.4842350978166175,0.5821666062107186,1.0,0.844909313074671,0.9178134362918705,0.7424917950045292,0.6942245632066799,0.7716330610237958,0.4184703012262785,0.446190611639623,0.5288704197195631,0.18528710978031812,0.7653221500592002,0.6725316330036111,0.2924326196272924,0.9318647904755499,0.8692871899460349,0.5425561776986267,0.8564709409944631,0.9541610881502803,0.9741974977541186,0.9741003855657633,0.908548167523876,0.9318747976847259,0.9822293300553926,0.9748254471749559,0.9826790982327916,0.9681425705263131,0.9788254320700408,0.8732183858531729,0.9015617571200976,0.9047200538431819,0.2703013785661207,0.9367893023548768,0.9072988412072537,0.9138588599880431,0.6785773508433867,0.962957598537983,0.9687905759578053,0.9860934693080274,0.9717416774568762,0.9205951939285856,0.9469265035724339,0.9055246435852828,0.8171373916337342,0.15661794559907558,0.6140345721281439,0.820997212838545,0.8629990371261298,0.4832213975198125,-0.6086333833104741,-0.45139527881405717
[KR] 삼성전자,0.8743082307123542,0.7703114434962586,0.6728295308502938,0.8568980564107359,-0.061795245189522126,0.6492062821927648,0.844909313074671,1.0,0.7309365548499948,0.5086714448264623,0.40127389130859853,0.4960662324721054,0.6699805464028975,0.6515203795126602,0.7611348408173408,0.5092327588272328,0.5928697754326074,0.36939067217915356,0.6865319974040696,0.943074011934163,0.6061290361146571,0.6686765815688551,0.6029600606972337,0.9090628984654091,0.8735844607536273,0.8732913291721586,0.9122917418383508,0.912478827339079,0.8824479550623122,0.8902627972766919,0.8823692525169411,0.8590169345790836,0.8723739833341937,0.6399220959545212,0.8105475069467972,0.639015991086127,0.09295681945251455,0.8817184518692541,0.8110290675022668,0.6159735976116663,0.02563810446418023,0.8646113046738959,0.8735520939630859,0.8564162555365418,0.918191669921314,0.8368529009117258,0.7854137626943279,0.8103033788025005,0.15799195830030355,0.295401773392526,0.6568086398168433,0.7510461411528118,0.7294269763375456,0.6790211502931186,-0.6361811916986432,-0.04227647200810817
[KR] SK하이닉스,0.8404278250273726,0.3818678407481723,0.5686454609417382,0.9168037991901073,0.06518791073692783,0.582527912817557,0.9178134362918705,0.7309365548499948,1.0,0.5536864189852877,0.8399327572159822,0.9374154958284256,0.25935974007451806,0.27636302801091905,0.2547875477903533,-0.1222827879552565,0.6056002937226314,0.7220296865139628,0.21701618187288002,0.8885858849576155,0.9703675868068201,0.47841489479406124,0.9479664692431529,0.8743263284195899,0.9071428062005668,0.9071148269011219,0.822029619351207,0.8210967930210694,0.9025224418066323,0.9009658820236088,0.898665777833611,0.885248969815197,0.8945418326497914,0.9546223462192122,0.9765146836193651,0.9778423223866001,-0.3168830073242563,0.8245230130549525,0.7643069142683137,0.960616870021751,0.5904360888388136,0.8235804181600065,0.8785513241426028,0.9335090827808195,0.8729208707040225,0.7987102668747812,0.9475458545709994,0.7709089235605853,0.6231074860343481,0.7776931768398684,0.6471032977535384,0.8791105071617342,0.9608736567510158,0.9163682418971061,-0.28977188681367977,0.2718787107085538
[KR] 현대차,0.602010892105764,0.3483927125260857,0.3942930430039068,0.6813463872977166,-0.4360702350286071,0.15334138765399472,0.7424917950045292,0.5086714448264623,0.5536864189852877,1.0,0.5046808400459785,0.4488067852555315,0.4040984669464454,0.49528908164893704,0.5605156487732474,0.47476276812196877,0.8692826880456096,0.6308438670420349,0.42816221289072465,0.5945270562711756,0.5709513504605792,0.21093011605780235,0.5485909280354867,0.6557408282303873,0.7086351757118475,0.7083700703231439,0.6210343565073966,0.6195960585110325,0.7071715293774131,0.7084229146061414,0.7200178688872942,0.7086223426512569,0.7344931349352627,0.649619685283684,0.6478118371675605,0.5894393408083666,-0.4288602386730387,0.7600497754796446,0.8302018615756742,0.6337588000774194,0.2410663679470857,0.7642585449967004,0.7349096608849895,0.6912472141132153,0.6743901649221887,0.748003986217448,0.6896530683186252,0.668799808238018,0.8780749418607497,0.329454882484163,0.449146143982343,0.6448734632435222,0.6528865813749133,0.6584024025982999,0.015939946662084266,0.564547948740204
