,[IDX] KOSPI,[IDX] KOSDAQ,[US] 한국 추종 ETF,[IDX] 닛케이225,[IDX] 항셍,[IDX] 상하이종합,[IDX] 대만가권,[KR] 삼성전자,[KR] SK하이닉스,[KR] 현대차,[KR] 두산에너빌리티,[KR] 현대로템,[KR] 네이버,[KR] 카카오,[KR] LG전자,[KR] KODEX 2차전지산업,[KR] KODEX 자동차,[KR] TIGER 200 건설,[KR] TIGER 의료기기,[KR] TIGER 반도체,[KR] TIGER 증권,[KR] TIGER 헬스케어,[KR] TIGER 은행,[IDX] 다우 존스,[IDX] S&P 500,[US] S&P500,[IDX] 러셀 2000,[US] 러셀,[US] 미국 전체,[IDX] NASDAQ,[US] 나스닥,[US] 나스닥 레버리지,[US] 미국 반도체,[US] 엔비디아,[US] 마이크론,[US] 브로드컴,[US] 인텔,[US] AMD,[US] 퀄컴,[US] 시게이트,[US] 웨스턴디지털,[US] 애플,[US] 마이크로소프트,[US] 구글,[US] 테슬라,[US] 월마트,[US] 코카콜라,[US] 제타,[US] 이즈코프,[US] 금,[US] 은,[US] 미국 오일 펀드,[US] 원자재 펀드
[IDX] KOSPI,1.0,-0.10074121249243269,0.9558940467607576,0.6493305745293042,0.8195958705086273,0.757179509352615,0.7953715131801138,0.8618647028568782,0.7897504398553387,0.6152118299520051,0.6196797062983123,0.6200856576386702,0.6984649991990884,0.732206087377953,0.7527437139209827,0.325666848136238,0.7753647764326161,0.6241841808829536,0.6936306422419108,0.9228131499656869,0.7346986870122844,0.6451117985087792,0.714138041722024,0.8630124441361218,0.8285592666825212,0.8286498533796589,0.9168498042302744,0.9056205859464078,0.8481940249897336,0.8191231518538857,0.7974838077622821,0.936482232754582,0.7546166056639433,0.557145944107676,0.513065417444559,0.7395542774400161,0.28833633130263875,0.6518677772547208,0.8819851896029688,0.806330428351588,0.777658496031386,0.7828485571366312,0.7426385172724991,0.8759953096991349,0.8615351751353173,0.7832288409617851,0.814267657254012,0.10092890796002003,0.49990218016644916,0.8138414598540497,0.42709294278072585,-0.7300334292118029,-0.6293596080528898
[IDX] KOSDAQ,-0.10074121249243269,1.0,0.30356917883308854,0.36125788190741354,-0.11633718605261738,-0.0034963105018906834,0.2438218426281643,0.7478333746571061,0.38342011440548845,0.2935239342502894,0.15134530928676806,0.1402332555078411,0.8022982385065444,0.7975521949199535,0.7738377446455303,0.7081706297648083,0.4526155727242216,0.21264746126715128,0.8876671382819129,0.7460454644271233,0.24575677703627022,0.7435142726286986,0.15141204535798738,0.08256582547804465,0.11820602807128758,0.1179563877559965,0.013936837129602562,0.5471134187027362,0.7665674181571078,0.14006020843897002,0.2578414436990923,0.7515567844869254,0.7188891764206988,0.1233063303447487,0.34796340010124105,0.4493750777575455,0.3583351044166898,0.18970749563974626,-0.03590206670488904,0.6843234880297513,-0.08624567274611283,0.11489491610707687,0.1457506703203847,0.7630926782483253,0.7533791219727572,0.008760988982162769,0.12134540604819455,-0.6797380025047974,-0.4164397686928049,0.44243343415723074,0.028084928669236495,-0.5955354996762922,-0.5359207070669908
[US] 한국 추종 ETF,0.9558940467607576,0.30356917883308854,1.0,0.6027030117036453,0.8259023965150945,0.6729429969833417,0.6974233522836367,0.6205681628568168,0.4321568274270508,0.5048267832497414,0.36329601106610554,0.30348618755061585,0.7313767648665106,0.7090249960748739,0.7967876843666698,0.2867949984238881,0.6687968379771636,0.4465482220168218,0.7942762180201243,0.6545887950609516,0.4007344003504748,0.5104077042252952,0.4642792229082315,0.7045304120483629,0.6603261077822864,0.6602295585120682,0.7948522521553432,0.7952311071888308,0.6905544378334333,0.6504408588230951,0.6267329261355615,0.6935025074317694,0.572970933892647,0.38133983884231526,0.33716661142190063,0.43424397933123077,0.16071231019123264,0.47952858052255215,0.7145874818351715,0.6428494312387901,0.765242209344478,0.610684567146554,0.5628176234423492,0.6637297832472736,0.5603792257364245,0.5685799337492824,0.7235349177918807,-0.16640497775837376,0.45917400229717104,0.6032156746105796,0.33058523985141175,-0.5406060297688425,-0.4752312004736871
[IDX] 닛케이225,0.6493305745293042,0.36125788190741354,0.6027030117036453,1.0,0.13975258951069,0.4892718251562377,0.9515637100488905,0.8388728049430714,0.9483524459310587,0.5884010776478568,0.6169818003242876,0.7367268744803487,0.3135331846573032,0.37548874224659023,0.44332930243604457,0.22867727867867607,0.6133634932952662,0.6445944155335228,0.2109591699603893,0.9033280512872583,0.8322167024977273,0.511638970900171,0.7965091530946913,0.7961817220937399,0.7444156405561789,0.8463916780955193,0.6405699170671744,0.9201138759687191,0.9756205314848231,0.7822845833409864,0.9590527167232373,0.9098339135585632,0.9582753480036816,0.8149390231411292,0.7117830056788552,0.851814848680827,0.07800589678456434,0.8166147093504891,0.6916172402439456,0.9157402741908179,0.41433886799886643,0.8117123090553021,0.811072343776496,0.9615662403925924,0.8751694772989471,0.6779660720277904,0.5502897119891986,0.8225611755846614,-0.0769834486659026,0.720630574166907,0.21383680935777694,-0.5743566948756056,-0.46523226609830015
[IDX] 항셍,0.8195958705086273,-0.11633718605261738,0.8259023965150945,0.13975258951069,1.0,0.7172870418154321,0.4370754316192855,-0.3244138989728506,-0.24169894651558074,-0.47737346633984956,-0.031236401272093723,-0.008086174990060185,0.04569447453700383,-0.005994655626777842,-0.15733926629203984,-0.5522091643107536,-0.3614704225228016,-0.19046354057476858,0.1502760471324598,-0.336422170173969,-0.09838265892791934,0.09015560665291014,-0.04126232409994857,0.6416743506971729,0.6070055416756196,0.5570923929864742,0.7448144958682228,0.5927663678466826,0.43935555451541985,0.5614757312477023,0.39167312509087265,-0.0027939738677244586,0.26290260687220585,0.15164859927509342,0.40412368754219996,-0.05014193372792735,0.6745343173031494,0.31662658427339174,0.6409631559881358,0.3416693592524734,0.79278201159687,0.43078761819340705,0.4290364557311597,0.19906103012637463,-0.20782537179128924,0.5736327268640968,0.7132801647203661,-0.24866387730049083,0.5170104066282564,0.20748527236790518,-0.10826739422290549,-0.37202944875261107,-0.49405160194367964
[IDX] 상하이종합,0.757179509352615,-0.0034963105018906834,0.6729429969833417,0.4892718251562377,0.7172870418154321,1.0,0.5345375712643999,0.36489600726974514,0.34384785055488487,-0.05673708898111642,0.3742649381390956,0.37221689265889224,0.40309025860309083,0.4351480840687778,0.13980283232862326,0.12531726341772476,0.10199822217386736,0.0885819991903501,0.7244906214168667,0.42184695023628754,0.44246544686863604,0.5294313394409751,0.25824222267257324,0.587606617539099,0.5552227616795091,0.5553353240787074,0.6300711195494975,0.5680289945731017,0.5170928210350596,0.5457980241776049,0.501963187145098,0.6007867804054118,0.43822962983174407,0.3210787282607025,0.3245079251488872,0.4740029443033056,0.20155045577457462,0.4056894922839072,0.5821466100239027,0.4077032557856972,0.4924008789227594,0.5063912081178235,0.4768618375259934,0.40625818742698755,0.589308401503877,0.4943253243129629,0.5285366518489155,-0.2618928773969195,0.3033912139648965,0.30623491866334157,-0.06609950650938222,-0.33757499646431405,-0.3248146625695293
[IDX] 대만가권,0.7953715131801138,0.2438218426281643,0.6974233522836367,0.9515637100488905,0.4370754316192855,0.5345375712643999,1.0,0.881499733960009,0.953148496041388,0.7053809376646485,0.6367174596698122,0.7271470653915999,0.4133309771353799,0.46220604133695,0.5461878830159612,0.16620662813449968,0.7336537388996526,0.6703296990218431,0.2939264597758229,0.939601358626302,0.8371162369061554,0.5339796363367825,0.8167264084349438,0.9479316574523243,0.9683714680293296,0.968207207968427,0.8964690680954321,0.9231186992415688,0.9802216908735089,0.9700983349012755,0.9824399844374183,0.9682172497541266,0.975639459003885,0.8546533937282972,0.8431604440193678,0.8984280977882646,0.19177664064954636,0.9356010543563453,0.8938345435230551,0.9281123209088685,0.6075599043043547,0.9581158843861449,0.9641818510057895,0.9876903237912606,0.9060035645618879,0.933325273178571,0.9087235761752539,0.8749765285451823,0.14403389315734916,0.8483087777441529,0.4230799240285347,-0.5867330467202932,-0.45124544436345687
[KR] 삼성전자,0.8618647028568782,0.7478333746571061,0.6205681628568168,0.8388728049430714,-0.3244138989728506,0.36489600726974514,0.881499733960009,1.0,0.7614207636125028,0.5473198402470948,0.3021152089195276,0.4050228739892542,0.6500763624161019,0.643784925350372,0.7798675148337518,0.5125550372432357,0.630085951997178,0.3596288543126603,0.6208965039713416,0.9653903880698853,0.5483326524568266,0.6599195142929698,0.5551898021496644,0.931397047163027,0.8934324134156312,0.8932868902060669,0.9419266005958004,0.9418874169106758,0.9026433076900656,0.9050982103819015,0.8975283655427024,0.8831655860477527,0.9004316761310361,0.6229396599161526,0.8620185851775746,0.620064216698209,-0.008571413864950361,0.9080489442620656,0.8625662296454305,0.6507313986234876,-0.24457973662425878,0.9022704965967419,0.8848374570692294,0.8985975174331733,0.8355303044951709,0.7758885036921613,0.8566646053471006,0.4285587748062724,0.2113337877178906,0.7197767810677654,0.6506959513510916,-0.6054450182753126,-0.03532105223203249
[KR] SK하이닉스,0.7897504398553387,0.38342011440548845,0.4321568274270508,0.9483524459310587,-0.24169894651558074,0.34384785055488487,0.953148496041388,0.7614207636125028,1.0,0.5869456592270613,0.7422675750036685,0.8703646026691,0.24493247376093227,0.2931920564479916,0.34344525782368795,-0.07070019257796036,0.6123679272524365,0.718034751151424,0.14138488330385107,0.8458729177132205,0.9308490455983125,0.4756834063237222,0.9184355766500564,0.9167610430612595,0.9467559001661067,0.9467726906660351,0.837262302006808,0.8364469654922466,0.940847157812868,0.9351701130709938,0.9392167216788354,0.9068856047006184,0.9315726345691211,0.9650806088625387,0.9581958821610901,0.97015002467136,-0.43671625252784385,0.8954645526224333,0.7734940782287467,0.9230513863098032,0.22803205464584653,0.8610210370617127,0.9340459657894795,0.930254061114039,0.7761132958895482,0.9818644754869339,0.8609400963559466,0.7683900236712117,0.6801030439828288,0.9499669194643151,0.855252617461152,-0.3155204969446423,0.24068719976131803
[KR] 현대차,0.6152118299520051,0.2935239342502894,0.5048267832497414,0.5884010776478568,-0.47737346633984956,-0.05673708898111642,0.7053809376646485,0.5473198402470948,0.5869456592270613,1.0,0.4697634367809001,0.3965874459473666,0.36370711957500834,0.4536366336885022,0.5880265282796627,0.36791519907320847,0.9048408907879324,0.6939545561220473,0.3995412490962128,0.6219062706032145,0.5338625699389601,0.09654632889959959,0.5466118545083529,0.5856110876812716,0.637763313079815,0.6376516654304598,0.5666341268150488,0.5650822685155211,0.6364038741634397,0.6296560390946087,0.6409124628219457,0.6545736340650544,0.6738209306218376,0.5936592614966177,0.6659001003775176,0.5422251222392916,-0.4275839898927115,0.6721701904558977,0.7702699844944262,0.6946163343209829,0.2818007296043376,0.6805667137989089,0.6479131576600289,0.6548089994333327,0.6574060230216278,0.6084718930492973,0.59385850453663,0.8143849411723395,0.3095736869658032,0.6020018036149007,0.6391423535599666,0.19315040685548543,0.6673489470482366
