,[IDX] KOSPI,[IDX] KOSDAQ,[US] 한국 추종 ETF,[IDX] 닛케이225,[IDX] 항셍,[IDX] 상하이종합,[IDX] 대만가권,[KR] 삼성전자,[KR] SK하이닉스,[KR] 현대차,[KR] 두산에너빌리티,[KR] 현대로템,[KR] 네이버,[KR] 카카오,[KR] LG전자,[KR] KODEX 2차전지산업,[KR] KODEX 자동차,[KR] TIGER 200 건설,[KR] TIGER 의료기기,[KR] TIGER 반도체,[KR] TIGER 증권,[KR] TIGER 헬스케어,[KR] TIGER 은행,[IDX] 다우 존스,[IDX] S&P 500,[US] S&P500,[IDX] 러셀 2000,[US] 러셀,[US] 미국 전체,[IDX] NASDAQ,[US] 나스닥,[US] 나스닥 레버리지,[US] 미국 반도체,[US] 엔비디아,[US] 마이크론,[US] 브로드컴,[US] 인텔,[US] AMD,[US] 퀄컴,[US] 시게이트,[US] 웨스턴디지털,[US] 애플,[US] 마이크로소프트,[US] 구글,[US] 테슬라,[US] 월마트,[US] 코카콜라,[US] 제타,[US] 이즈코프,[US] 금,[US] 은,[US] 미국 오일 펀드,[US] 원자재 펀드
[KR] 네이버,0.4950997989707881,0.6809173550388687,0.5455578485184225,0.48372757574449005,0.2145307373484423,0.6521742162333388,0.5534412757504693,0.5473267983977911,0.31086178430477285,0.43177960890711137,0.1999404217596262,0.21662372754283585,1.0,0.9419513310581996,0.8950522863494688,0.5360934241695624,0.5458355963938597,0.21920803594344984,0.7594025962422765,0.4672431318547913,0.28181295894093905,0.4823487993561105,0.2827415751903911,0.5680978330645537,0.5605577844651591,0.5602918027212609,0.7582618711470566,0.7582918920729188,0.5877961825626448,0.62658294646683,0.587899479218486,0.6300986290681031,0.5577153033328102,0.2968130060449448,0.39282814505944086,0.32410870384646456,0.3456790871117838,0.5963235363232343,0.7915529053569476,0.3390358792254068,0.1572494228915136,0.6127976878350956,0.5932179811709973,0.5068318924887916,0.754595498501313,0.40334652485283196,0.47615501048526104,-0.03433594530679088,0.03596539290577673,0.39104438533230435,0.38155861755131376,-0.654261942706208,0.21906001113530316
[KR] 카카오,0.43260511045005323,0.6464388870067133,0.4629939892577399,0.45113942747393554,0.027350812276448422,0.5426019316326578,0.4981527362262761,0.5072482991199806,0.2482768663337598,0.39224814852814716,0.1387505174654829,0.13679707370557095,0.9419513310581996,1.0,0.8905848042018311,0.7409341931763377,0.5077994228435218,0.20267569369941466,0.6895046125218705,0.41266172041900157,0.22244954629649705,0.33117923462265986,0.21764018597802112,0.5418808649454241,0.5300426865466651,0.5298065418177555,0.704181969365784,0.7035993690680419,0.554022379821548,0.5832046189856961,0.5545985521725326,0.5587107058487262,0.5390769428763845,0.23066500916822386,0.33830213058136394,0.2562326258440243,0.27212898661214924,0.6267593236599679,0.8151245642705134,0.2926828521113499,0.0786501378873731,0.6075016314713659,0.6103468631937891,0.4584247718571213,0.7222507902472108,0.33257363790322836,0.4844846447452395,-0.6031744628383093,-0.03538925152234628,0.32862529723420286,0.30861476469745636,-0.6318927164457437,0.2816224192559824
[KR] LG전자,0.5580046937668399,0.809360787934153,0.6454466109420373,0.4638011214727384,0.258849014995438,0.631920167869979,0.47814276392458077,0.5899646582604027,0.33995422529649877,0.49550992356063317,0.22330916882942586,0.22049580071353345,0.8950522863494688,0.8905848042018311,1.0,0.7247385068355555,0.6024997660781453,0.3118727190038701,0.7760694109764003,0.4936806223169018,0.33255904743764764,0.6010837061852513,0.3274664711171455,0.509180562690345,0.48579747458376243,0.4855958325874793,0.7047198999544326,0.7047924357726985,0.5123421650386738,0.5472821261366839,0.5108991009565506,0.5202662287372003,0.5234384482065054,0.2471105028666148,0.4128915869759386,0.2760592459952092,0.32826315092634445,0.5524564490125006,0.667625458848212,0.35109460781915514,0.2020801904401841,0.527523234618497,0.5074374399887914,0.4534560755302894,0.6597084636675737,0.3432394425762793,0.386122854747769,-0.45637566315163064,0.1406220928400498,0.36751776526277385,0.3908399830679036,-0.6224691632952946,0.20472148438870827
[KR] KODEX 2차전지산업,0.2873728912158407,0.5259246483348639,0.27796575475296526,0.31439128475935413,-0.46931259992110363,0.42737724059379834,0.30319046406733924,0.3086502950409192,0.12869895426663913,0.3634021634908403,0.19294637534254525,0.05372260486796374,0.5360934241695624,0.7409341931763377,0.7247385068355555,1.0,0.46516793583484,0.23945520302705545,0.5904554875639455,0.24846285845722033,0.16453616073991006,0.041466908106959924,0.1441783168338915,0.314218815142605,0.3128021207448548,0.31239357720726335,0.46962915043345776,0.4660145704203497,0.32745590505690564,0.3350150739898288,0.3373106687214451,0.23057201589394638,0.39263587795273797,0.1176829268669715,0.17881707404579147,0.1198060368780527,-0.30593682591025334,0.5416762292162705,0.6239737750084957,0.1862645091075752,0.07903685388193836,0.44547422060436387,0.4715355186734492,0.2422772892631165,0.483446520426018,0.10097899678965698,0.1787022394841981,-0.8848123051711849,0.08647340149447355,0.1556839108773857,0.18458711639239725,-0.6634195554128903,0.3809555790106659
[KR] KODEX 자동차,0.9532503563660755,0.8519086600743313,0.8958669594434389,0.8823123227754261,0.02476245046293231,0.7914786918899512,0.8605244469990809,0.9258900388394972,0.9041124949546351,0.9831508426528407,0.8628841488715288,0.8497877061165682,0.5458355963938597,0.5077994228435218,0.6024997660781453,0.46516793583484,1.0,0.9049925362548717,0.8632552234458483,0.9411754244066538,0.9038993970050123,0.6597647942492895,0.8541224015829936,0.7279636177505949,0.7660199329074995,0.7659844683125742,0.7780659136694408,0.7783242759514454,0.7701360794552811,0.7905510913166333,0.7798184981458951,0.7945282200336232,0.865236366914836,0.8008617332310413,0.9194248779904286,0.8177531082039023,0.09308615572303647,0.8068068276969904,0.5650575909138528,0.9012584481939983,0.8236518014182711,0.7496872518521227,0.6538863498360603,0.8729515965050864,0.7790381622233516,0.802825920600996,0.6891631054507362,0.30222101376603905,0.7012917915021639,0.8916250676891959,0.9277024000319033,-0.3147430956131554,0.6076508805027873
[KR] TIGER 200 건설,0.9338697088174042,0.719128554059884,0.8498530035918203,0.8273415807308827,0.031976202695913114,0.6935243416729834,0.8024287371074188,0.8860673704322608,0.9643599571264347,0.9537080547586976,0.9628576501004376,0.9432609830930002,0.21920803594344984,0.20267569369941466,0.3118727190038701,0.23945520302705545,0.9049925362548717,1.0,0.6636258336972828,0.9325365064560273,0.9737768056722781,0.5457940653188569,0.9341282942415783,0.643406084579438,0.6813954669197205,0.6815127299145579,0.6195478076723772,0.6202597207597346,0.6744831013062593,0.6717574142979785,0.6714241931750266,0.671045675357061,0.789918502906022,0.8156770035202641,0.9492433525130975,0.8293792492679738,-0.007437262989989202,0.6876023191014834,0.33441111751928015,0.9571161885140311,0.9316870238103783,0.6352217933533096,0.5104763196025658,0.8356032167849435,0.61423383069161,0.7903153945691384,0.664267359194477,0.32612891514137227,0.8575307515190806,0.9073972195916127,0.9528014785344116,-0.028441496432536927,0.6860866276346691
[KR] TIGER 의료기기,0.7913040333757029,0.9119220449608153,0.7854698764532771,0.69342745800661,0.0925447917486511,0.9174697425519937,0.7923038217831327,0.7482957123500457,0.6633809067235868,0.7860181287331007,0.6981795390385827,0.6178290667556919,0.7594025962422765,0.6895046125218705,0.7760694109764003,0.5904554875639455,0.8632552234458483,0.6636258336972828,1.0,0.7484060520714555,0.672222309426257,0.7236211540613975,0.6414363790029882,0.6760560509159464,0.6980678674038086,0.6977248429016761,0.9171163269887886,0.9172679789756153,0.7244351807645831,0.7687827060282799,0.7243533525473864,0.7618023580011898,0.7668538306823699,0.5904074618588503,0.7146006415317137,0.6132170566283907,-0.11260833870880803,0.7135156668381464,0.6967484971893139,0.7107430073092531,0.6332860057136765,0.7409933101802603,0.5916731713434554,0.7543502321167767,0.897524015451755,0.6385927460997183,0.5304072424138621,0.3428169945768516,0.5159369971579509,0.7001396102197786,0.7431012865923977,-0.5619472619289705,0.518557828693336
[KR] TIGER 반도체,0.9864524063498809,0.849108647043861,0.9143722923469285,0.9167366754285033,0.12965114404972597,0.7761974674701567,0.9022983278106032,0.9789921258575873,0.9777021466408484,0.9700403225635938,0.9087699012384781,0.9250513166773778,0.4672431318547913,0.41266172041900157,0.4936806223169018,0.24846285845722033,0.9411754244066538,0.9325365064560273,0.7484060520714555,1.0,0.9660943935786503,0.672799977893766,0.9481654347035591,0.7919367922029318,0.812913955049892,0.8129698388885482,0.7987209927957233,0.7995599982896124,0.8128496486049124,0.818338203090318,0.8076365297755393,0.8196000915793418,0.8971552611649741,0.8494403699067419,0.9874874050858522,0.8698749351641198,0.1866232458950833,0.8193205554207066,0.5279911011474856,0.9712390286198083,0.8945910263493746,0.7682819950831067,0.670121329213711,0.9311140951042512,0.7613467997262796,0.8597795489972989,0.7981407056024471,0.3542422363884135,0.7901949036661409,0.954423641957019,0.9729158818755776,-0.23943532447911245,0.6500297097221727
[KR] TIGER 증권,0.9582984923520725,0.7459591338781961,0.8666924934406068,0.8724000051704994,0.09352987495047946,0.7418273165131315,0.8677688298304641,0.91856945605778,0.9896996908783353,0.954122128489715,0.9667738455074167,0.9703321143215659,0.28181295894093905,0.22244954629649705,0.33255904743764764,0.16453616073991006,0.9038993970050123,0.9737768056722781,0.672222309426257,0.9660943935786503,1.0,0.623031368950769,0.9717345040948604,0.7127977960934966,0.746375229616442,0.7465188334328247,0.6860027173325705,0.6868994137011762,0.7404067027455483,0.7384215875051302,0.7343940364079471,0.7422922126643295,0.8356887069922074,0.8652921036526814,0.9773067620522858,0.8803162491293474,0.034897496863781116,0.7138042675531735,0.38964742099056104,0.9738250266519387,0.9400514723410703,0.6918290934845709,0.5670726233938744,0.8881320960337465,0.6729328604487976,0.8534408776526288,0.737533897509841,0.4242977571482746,0.8618504259530451,0.9552559492779367,0.9796278609100201,-0.09717130199653704,0.6716150038741651
[KR] TIGER 헬스케어,0.7184408121406368,0.8298709931670982,0.743431759862529,0.629064121306916,0.4425890457211025,0.5516826242030859,0.6196175499082155,0.6677691040102245,0.6282915171784195,0.6384465088976199,0.48949011329183734,0.6020835019272293,0.4823487993561105,0.33117923462265986,0.6010837061852513,0.041466908106959924,0.6597647942492895,0.5457940653188569,0.7236211540613975,0.672799977893766,0.623031368950769,1.0,0.6379408322330506,0.5860270110960457,0.5749963157724299,0.5749301834896258,0.6560918673616112,0.6573527279456781,0.5865335804045797,0.6190874809298091,0.5909786059783407,0.6346143144633716,0.6056018764618191,0.5787499534759022,0.6459259193556246,0.5998564530734877,0.2988879963381865,0.48896468718003444,0.36043413549337455,0.5817229608022796,0.5245130240564091,0.5122250686917654,0.45787569267687267,0.6401652472917257,0.5740329102168386,0.6266150637721624,0.46336242663648475,0.6862345057817857,0.5168892340192096,0.637202569936779,0.6429706505818454,-0.47490547188730237,0.17561303952350713
[KR] TIGER 은행,0.9265120928462994,0.755342273050292,0.8232594818082389,0.9039990406489795,0.08851480405980153,0.7276169348781419,0.9042070387125465,0.8930678306748077,0.957738254675249,0.9084885699840335,0.9295597724787058,0.9558298642295507,0.2827415751903911,0.21764018597802112,0.3274664711171455,0.1441783168338915,0.8541224015829936,0.9341282942415783,0.6414363790029882,0.9481654347035591,0.9717345040948604,0.6379408322330506,1.0,0.7917470693270139,0.8118890910543121,0.8119726069589878,0.739081983069366,0.7396328344757875,0.804567567216838,0.7932997377770573,0.7924623651922732,0.7882030792818725,0.8741816467978591,0.9034168589717906,0.9554650100362193,0.9168565583191157,0.0004915982926284368,0.7526316055500778,0.45189628984530883,0.9522106106402797,0.889840988913057,0.7512666928704098,0.643379033427306,0.919174064434621,0.7099969442624974,0.8928984278794702,0.7853530418079363,0.48289932718737655,0.9099397335009994,0.9573888220070096,0.946547817946554,-0.10160045032705253,0.7404574416879546
[IDX] 다우 존스,0.8631965451127595,0.11858864851948785,0.7483232098037633,0.8149359838983725,0.6763092697504128,0.6539003609294213,0.9352202582171781,0.7788024651753481,0.7154908119514267,0.7186286854071984,0.6058053090061745,0.7238942626011445,0.5680978330645537,0.5418808649454241,0.509180562690345,0.314218815142605,0.7279636177505949,0.643406084579438,0.6760560509159464,0.7919367922029318,0.7127977960934966,0.5860270110960457,0.7917470693270139,1.0,0.9927572853185644,0.992816995383411,0.9809252731984,0.9751245349444082,0.9961354357271753,0.9794024975062179,0.9794658865696855,0.9465914010090972,0.9479009558961784,0.8086115606568778,0.7365656067786573,0.8651863867865095,0.6514867819649686,0.8566227137770688,0.9228110333809776,0.7506515582671555,0.6863238828539505,0.9494400310185227,0.9505870880035471,0.9367261435798109,0.9157588885819193,0.927250983099213,0.9553336779542853,0.7521738955258546,0.2821464130965382,0.8092399535031259,0.5208918587693591,-0.6706516157558766,-0.4591747727968199
[IDX] S&P 500,0.8516901842618397,0.16022860052359236,0.7343749971025229,0.7311865281290975,0.6354500673801491,0.622785771202355,0.9615016916312986,0.784477772549237,0.7457577843183826,0.7551217392289953,0.6567564254762928,0.7620536928815093,0.5605577844651591,0.5300426865466651,0.48579747458376243,0.3128021207448548,0.7660199329074995,0.6813954669197205,0.6980678674038086,0.812913955049892,0.746375229616442,0.5749963157724299,0.8118890910543121,0.9927572853185644,1.0,0.9999984815663956,0.963030370250594,0.9571398723196665,0.999246950463006,0.9932051940265404,0.9940066495045421,0.9700551907583078,0.9711109468549275,0.8599317041425842,0.7839492367075025,0.9047966435616809,0.6349368958538634,0.8942285518042385,0.915625067655403,0.7850954119642011,0.7139519098481826,0.9696047406307616,0.9677609509563603,0.9608839049741132,0.9390966399681622,0.9539407878857178,0.9349617716573551,0.7744563522827852,0.2645997749060192,0.8380618411141941,0.5702346527639588,-0.6347883201534706,-0.4098555167334317
[US] S&P500,0.8517294675775336,0.16010165193520712,0.7343211078672549,0.8797071241379059,0.5967067645503626,0.6228452017063265,0.961447129683144,0.7845083920189796,0.7458608070496022,0.7551407714685957,0.6568442393409722,0.7621768847007575,0.5602918027212609,0.5298065418177555,0.4855958325874793,0.31239357720726335,0.7659844683125742,0.6815127299145579,0.6977248429016761,0.8129698388885482,0.7465188334328247,0.5749301834896258,0.8119726069589878,0.992816995383411,0.9999984815663956,1.0,0.960352910347392,0.9571416292763896,0.999247725438293,0.9938319248576686,0.9939829565157631,0.9699967446959358,0.9710716058855206,0.8599092010699279,0.7804315670747753,0.904803405565745,0.5923586826493893,0.8968018914983997,0.9131064106698817,0.7850886383659532,0.7013639609192905,0.9755945054579765,0.9693993417626585,0.9608225057824908,0.9389695070159091,0.9506958682376817,0.9413467727396133,0.7746169590256152,0.2572444676246038,0.8380934646048299,0.5701953440465206,-0.6348732212676926,-0.40998460715227053
[IDX] 러셀 2000,0.8942806889966116,0.07952806952425699,0.8173054610091532,0.6323596545762035,0.7750387173510359,0.696053145515314,0.8933290177044516,0.8223467188518268,0.6997587401940746,0.7374815344133139,0.5798443732423718,0.6752338289924521,0.7582618711470566,0.704181969365784,0.7047198999544326,0.46962915043345776,0.7780659136694408,0.6195478076723772,0.9171163269887886,0.7987209927957233,0.6860027173325705,0.6560918673616112,0.739081983069366,0.9809252731984,0.963030370250594,0.960352910347392,1.0,0.9999945015793755,0.9690250531380014,0.9490459651688167,0.9343922466431996,0.9137762629661668,0.8945972109659943,0.7089265193390312,0.6904622624404779,0.7844628746800075,0.7074592689843111,0.7980980640509733,0.9281422021463882,0.7155856312891467,0.6896505450359458,0.9012444905466193,0.8989767444556539,0.8919599417481444,0.9178512100606401,0.8818613353959169,0.9401782550121122,0.6676584931594908,0.3095895730918481,0.7669453322394187,0.48852406828083467,-0.7160792928799558,-0.5269564717475218
[US] 러셀,0.8728835489226668,0.7696039132002108,0.818128738260014,0.9189045757421052,0.648067616168327,0.6630470510177151,0.9141664678732802,0.8234119152059107,0.7008660234418426,0.7379747159818565,0.5805885506499405,0.6761245358594117,0.7582918920729188,0.7035993690680419,0.7047924357726985,0.4660145704203497,0.7783242759514454,0.6202597207597346,0.9172679789756153,0.7995599982896124,0.6868994137011762,0.6573527279456781,0.7396328344757875,0.9751245349444082,0.9571398723196665,0.9571416292763896,0.9999945015793755,1.0,0.9687897782278836,0.9560806152693322,0.9404862734248569,0.9137172923840655,0.8943335505679995,0.7107891756597154,0.7046359138580478,0.7845737126371426,0.6698242306097238,0.819199921433425,0.912990798403318,0.7158955636502184,0.6450811422491328,0.919246995669913,0.903553818212268,0.8919793887516104,0.9175427920603464,0.8450573127193032,0.9510359130609254,0.6665752015872596,0.11514524008270768,0.7675137603726083,0.4894218588381519,-0.7161143203087506,-0.5272128084255912
