,[IDX] KOSPI,[IDX] KOSDAQ,[US] 한국 추종 ETF,[IDX] 닛케이225,[IDX] 항셍,[IDX] 상하이종합,[IDX] 대만가권,[KR] 삼성전자,[KR] SK하이닉스,[KR] 현대차,[KR] 두산에너빌리티,[KR] 현대로템,[KR] 네이버,[KR] 카카오,[KR] LG전자,[KR] KODEX 2차전지산업,[KR] KODEX 자동차,[KR] TIGER 200 건설,[KR] TIGER 의료기기,[KR] TIGER 반도체,[KR] TIGER 증권,[KR] TIGER 헬스케어,[KR] TIGER 은행,[IDX] 다우 존스,[IDX] S&P 500,[US] S&P500,[IDX] 러셀 2000,[US] 러셀,[US] 미국 전체,[IDX] NASDAQ,[US] 나스닥,[US] 나스닥 레버리지,[US] 미국 반도체,[US] 엔비디아,[US] 마이크론,[US] 브로드컴,[US] 인텔,[US] AMD,[US] 퀄컴,[US] 시게이트,[US] 웨스턴디지털,[US] 애플,[US] 마이크로소프트,[US] 구글,[US] 소프트웨어 ETF,[US] 테슬라,[US] 월마트,[US] 코카콜라,[US] 제타,[US] 이즈코프,[US] 이머징 마켓,[US] 선진국 마켓,[US] 금,[US] 은,[US] 미국 오일 펀드,[US] 원자재 펀드
[IDX] KOSPI,1.0,-0.35642114201117886,0.9705575808384502,0.9212556317333044,0.947469033611664,0.8495321579051566,0.8079377065716934,0.011970614476749545,0.94232007851389,0.14171561806620456,0.979126898395158,0.9833634434781371,0.4109106230124251,0.7492740195792592,-0.9167039584177673,-0.7095222419439907,0.8758255031643344,0.9760412738984977,0.47888993297841737,0.8009086655497554,0.9749020608004618,0.7909252065746125,0.9350607444818335,0.8897700584866663,0.9047879919039672,0.9047204081354867,0.839569801100667,0.8410361895719306,0.9078444488978675,0.9318732278519182,0.9278227477664339,0.9220917936102226,0.8103389651770122,0.8955378672912793,0.8439651500146528,0.9688714089873598,-0.46014563686545334,0.8718009224057753,0.40161777853082437,0.9551788916474218,0.9653053723085642,0.6353050308018984,0.9280214324764415,0.9205968120789003,0.9584643285487661,0.901087685611069,0.9447496000900082,0.6110729836656267,0.3163803804947605,0.941954148314429,0.975733396555633,0.9368833261994728,0.9529435320840525,0.9621871905096505,0.11412218711771059,0.8586378293082193
[IDX] KOSDAQ,-0.35642114201117886,1.0,-0.28501038197290907,-0.6131976783159548,-0.11828473666857622,0.07194289262803928,-0.7956866496887639,-0.6624021104743089,-0.6238423292657329,-0.8424740383354158,-0.29921396331835276,-0.40355249612056915,0.6243382797658283,0.24570092493258097,0.4844605405935093,0.8981323272124315,-0.6232131690809011,-0.19187751843666037,0.606900388329831,-0.5178625189280003,-0.5385546106512599,-0.8184600689499016,-0.6580088761876239,-0.7216680642441337,-0.7054146985983197,-0.7051447355413805,-0.7021477668635169,-0.700018579031033,-0.6991961893032589,-0.6567840356953266,-0.6641393087508274,-0.6542400265781305,-0.7796444617990892,-0.7196682316608692,-0.7322368543961648,-0.5573388695431879,0.9453619390974934,-0.7068419921623044,-0.8989654632105982,-0.5887321853631777,-0.5655997037955874,-0.807476282828618,-0.6642074066132958,-0.6653556608971669,-0.5877687542705224,0.009138636912146877,-0.6221917469700641,-0.9027922345323629,-0.9216686527510131,-0.6132880191620217,-0.5128673980956133,-0.6137819996596507,-0.6132919875140883,-0.5663941657727141,-0.4726643570785421,-0.013820141501688983
[US] 한국 추종 ETF,0.9705575808384502,-0.28501038197290907,1.0,0.901665288564111,0.921775164972001,0.8198346467089745,0.7787608730660969,0.041210219189286156,0.8958658062793954,0.14901799729323198,0.9274933179882737,0.9289348905412573,0.4148462871064287,0.7277274580982285,-0.8251963579779634,-0.6376917478979411,0.8583487449082439,0.9462261353290312,0.5031999727215116,0.8144589646052636,0.9258816365710786,0.7522051034770555,0.8867835204194809,0.8581940740131487,0.8697790641901004,0.8697564304153684,0.8385258688442898,0.8401101617000865,0.8741508488990495,0.8970483574666419,0.8929952804919645,0.8997210017522824,0.7946308515419954,0.8552502567774144,0.8187947972621702,0.923902994984605,-0.4065557691571581,0.862763185562595,0.4079600510173968,0.9065137259654408,0.919412077579427,0.6424760322519533,0.8829398887130613,0.8716811284486078,0.921978541194424,0.892293161824356,0.9046787123582662,0.5963705699671537,0.3037495616517839,0.9035864040123325,0.9562918426893535,0.9186775218758473,0.903823693926927,0.9228587411476576,0.08811990754242088,0.8418381217894384
[IDX] 닛케이225,0.9212556317333044,-0.6131976783159548,0.901665288564111,1.0,0.7768982221834958,0.6239834277156571,0.9508741313413805,0.32262375587446085,0.9713425293641929,0.4916974261662731,0.8515583890448828,0.8909952457442131,0.061746165124274326,0.4856438205156222,-0.8438192067234759,-0.8729739387726296,0.9707415467825081,0.8249250539861508,0.18284919066287036,0.8873552244445564,0.9531228527540414,0.9360072576424745,0.9734279060433633,0.9794009415869172,0.980293618611453,0.980533839337931,0.9606288174426757,0.9615391702661273,0.9815524342794821,0.9813725861222632,0.9806362887131992,0.9846547046077105,0.9521942433962575,0.9713760245210624,0.9596533239236087,0.9579963824740517,-0.6755753273435625,0.9568071076526156,0.6939353155611548,0.9643145579803217,0.9603780400661845,0.8607162465992896,0.9627559661614385,0.9702134713359879,0.9666171370631239,0.7122702514574402,0.969880678403402,0.8310995714435208,0.6210052580563614,0.9679636977208573,0.9694572867566321,0.9890895345350247,0.9620776897541458,0.965204133730261,0.2887540623301226,0.6862181052863884
[IDX] 항셍,0.947469033611664,-0.11828473666857622,0.921775164972001,0.7768982221834958,1.0,0.9656765525334051,0.6025679571334227,-0.2861686384318785,0.8071767712862878,-0.15439447572702425,0.971612593664421,0.9439115566290571,0.6523164714255263,0.9075452116465103,-0.8815193122846354,-0.4908129855407893,0.698521558082743,0.9855022312837991,0.6820101816655969,0.6093028681088539,0.8821164961194985,0.58000664550278,0.7961197782512452,0.7281751005878101,0.7471281731799766,0.7471328175541057,0.6698818551697633,0.6722161024401675,0.7523174179185016,0.7910651219106236,0.7835530351708224,0.7701748613022575,0.6050558272279755,0.7319447978771206,0.6526837581388902,0.8721400979771416,-0.20097473369311375,0.7064478916021383,0.12893079004721927,0.8517261439065108,0.8682543920335597,0.4027103458247704,0.7869422158843385,0.7837189052439087,0.8424659359383276,0.9784659358949429,0.8216278390999906,0.3713456255647113,0.03092996979899697,0.8353120845844956,0.8856130625649473,0.81335932916442,0.8406110917731925,0.8571187407762191,-0.08776320842654431,0.926870769019756
[IDX] 상하이종합,0.8495321579051566,0.07194289262803928,0.8198346467089745,0.6239834277156571,0.9656765525334051,1.0,0.42192748820706005,-0.4498052797828837,0.6590229486958353,-0.3470498266350687,0.8971023032191593,0.8482220936311469,0.7720512810262221,0.9697943758973023,-0.7937683679280932,-0.3007361336516283,0.5459335335826664,0.9284713202052314,0.7856533352115366,0.46348438029539557,0.7525430676213634,0.38386851717785564,0.6406225979693806,0.5666044618415506,0.5841028061940109,0.5841982972384775,0.5156245249123311,0.5183128724168117,0.5909037317171951,0.6372068153109014,0.6265452921649652,0.6089280997755429,0.4200074768323704,0.5632493836840583,0.48294006367356895,0.7416338597138457,0.019344788768756564,0.5240754073924605,-0.070085394699713,0.727566912811756,0.743338024650504,0.21720776729848282,0.6275592996845031,0.6442162871779116,0.6963083612262422,0.9751318402868965,0.6668090634558141,0.15617705075604082,-0.17041037162660846,0.7064367444324537,0.7614790009933478,0.6672968370878554,0.7027762821582787,0.7260696197079007,-0.203053106655085,0.9214610210559552
[IDX] 대만가권,0.8079377065716934,-0.7956866496887639,0.7787608730660969,0.9508741313413805,0.6025679571334227,0.42192748820706005,1.0,0.519693895210757,0.9453092430983087,0.6736956850256128,0.7277955031201259,0.7948514370921366,-0.18412148899677042,0.25949723914828554,-0.776666175274881,-0.9700509958189087,0.9483233422183273,0.675987082403618,-0.08276257835010382,0.8833173761065045,0.8916575366527678,0.992242182215096,0.9536367025166225,0.9788743417880799,0.9759649162452068,0.9758496622074813,0.9612183988871256,0.9606455176846922,0.9742826471012184,0.959315730560699,0.9618318223479994,0.963566811247501,0.989693863232682,0.9760929527913681,0.9804593268421878,0.9019111431472003,-0.8489967101000997,0.9633492293867306,0.8451460216454768,0.91557217916847,0.9062431363106437,0.9381508406875095,0.9518893212953822,0.9532771128393994,0.9229767134454149,0.5189128787070189,0.9317578551352463,0.9418386606778806,0.8022428253839217,0.9273005102166012,0.8967257071523562,0.9396799476004593,0.9258344101863855,0.9098526064549849,0.39262348112615564,0.5080927536091231
[KR] 삼성전자,0.011970614476749545,-0.6624021104743089,0.041210219189286156,0.32262375587446085,-0.2861686384318785,-0.4498052797828837,0.519693895210757,1.0,0.26692803462548864,0.920587879760959,-0.14663579185634038,-0.05460409831468176,-0.7987832613148436,-0.5633217822890099,0.08338135120854293,-0.5342352267404455,0.4245051860506869,-0.1843100596752756,-0.7029130372823331,0.5280476639670626,0.11432753864068944,0.516891569665474,0.2722011749311313,0.36963272626753413,0.3434363971836268,0.34287643465943074,0.44016043403354277,0.4361236095408969,0.33770597601310975,0.2860459746042772,0.294561351780578,0.3222890851450012,0.5098756128657483,0.34917546051237747,0.4658526703186789,0.13279319957774385,-0.658587149841501,0.38778808423139444,0.8235227186027754,0.16706638345994382,0.14079659789802912,0.668053862179215,0.2735048431440952,0.2815549293625379,0.18836024162757103,-0.3509063798959479,0.21357695511495284,0.6620926878764398,0.840248362470365,0.19850018755398288,0.14740749394942707,0.25416605951724,0.18701914123246322,0.16075880309281318,0.4890247757637403,-0.348369278341972
[KR] SK하이닉스,0.94232007851389,-0.6238423292657329,0.8958658062793954,0.9713425293641929,0.8071767712862878,0.6590229486958353,0.9453092430983087,0.26692803462548864,1.0,0.4175283909780192,0.9021750331660932,0.9407451699816124,0.10201864296638216,0.5161151757281326,-0.9155746504234469,-0.8947204965988275,0.9398619923497048,0.8585487542674303,0.19037350072955664,0.8814800719840402,0.984106083431225,0.9324873897204525,0.9931173311515402,0.9760693508169238,0.9864435342915506,0.9863129930398657,0.926661434306018,0.9271462838871879,0.9864195671693881,0.9932984978362167,0.9931360743457814,0.9886877424177343,0.9428104540525956,0.98615992921156,0.9625144181619417,0.9878684515068824,-0.7044385415867838,0.9664536463857207,0.648466506703846,0.9869026708304119,0.9859720345496304,0.8116973698393491,0.9929676535474569,0.9870750164013268,0.9901103827103873,0.7354967253903757,0.986833639373982,0.8037532780810221,0.5813568701844013,0.9813797368900027,0.9760119986312713,0.9758644553638398,0.9905599250763687,0.9840023411348239,0.25186620277472815,0.6966088583678035
[KR] 현대차,0.14171561806620456,-0.8424740383354158,0.14901799729323198,0.4916974261662731,-0.15439447572702425,-0.3470498266350687,0.6736956850256128,0.920587879760959,0.4175283909780192,1.0,0.0020001263765927098,0.10991265976090324,-0.8135121740332867,-0.4977406847322614,-0.11908031848461449,-0.711975744389116,0.5636599536820373,-0.05863276418514971,-0.702528150772896,0.5485740088960536,0.2869341647981238,0.6906238228423934,0.44049562444866186,0.5505666654504077,0.5200721055592067,0.5200715279074596,0.6085221331590612,0.6056476740878919,0.5150966222259025,0.45759032040127917,0.4661804496406069,0.4858427105556448,0.6724194516915456,0.5228594296445742,0.6053877366896913,0.30463814668062134,-0.8180780602723678,0.5468207798778295,0.945517581847981,0.3467455963062083,0.32037364718146477,0.8081739649398184,0.43858571858145423,0.4528931826977839,0.36209710055990035,-0.24499349073349433,0.391705714952835,0.8300218182296132,0.9634605185266909,0.38568095067199487,0.3102994333880337,0.43687797072224155,0.3654122881079081,0.33578550836480286,0.568188718677443,-0.2095747161845083
