,[IDX] KOSPI,[IDX] KOSDAQ,[US] 한국 추종 ETF,[IDX] 항셍,[IDX] 상하이종합,[IDX] 대만가권,[KR] 삼성전자,[KR] SK하이닉스,[KR] 현대차,[KR] 두산에너빌리티,[KR] 현대로템,[KR] 네이버,[KR] 카카오,[KR] LG전자,[KR] KODEX 2차전지산업,[KR] KODEX 자동차,[KR] TIGER 200 건설,[KR] TIGER 의료기기,[KR] TIGER 반도체,[KR] TIGER 증권,[KR] TIGER 헬스케어,[KR] TIGER 은행,[KR] 신한지주,[KR] 하나금융지주,[KR] KB금융,[KR] 우리금융지주,[IDX] 다우 존스,[IDX] S&P 500,[US] S&P500,[IDX] 러셀 2000,[US] 러셀,[US] 미국 전체,[IDX] NASDAQ,[US] 나스닥,[US] 나스닥 레버리지,[US] 미국 반도체,[US] 엔비디아,[US] 마이크론,[US] 브로드컴,[US] 인텔,[US] AMD,[US] 퀄컴,[US] 시게이트,[US] 웨스턴디지털,[US] 애플,[US] 마이크로소프트,[US] 구글,[US] 소프트웨어 ETF,[US] 테슬라,[US] 월마트,[US] 코카콜라,[US] 제타,[US] 이즈코프,[US] 이머징 마켓,[US] 선진국 마켓,[US] 금,[US] 은,[US] 미국 오일 펀드,[US] 원자재 펀드,[IDX] 닛케이225,[KR] 코스피200롱150숏선물
[KR] 신한지주,0.8556575957610695,-0.5044027314977555,0.8060008288625418,0.6210954674626462,0.7745509601072234,0.8916881669187899,0.7597434219984943,0.832413074441183,0.7593022598560215,0.8632244112682705,0.7566343230256886,0.18232503436913405,-0.24910222244339164,0.3873659292513998,-0.743251444528036,0.8402569603099933,0.8997473013241023,-0.20717691771593616,0.796529942471691,0.963748291758763,0.7203993202270149,0.9724984691866609,1.0,0.9773548545670956,0.9911289448020377,0.9308188386105911,0.9883809461873737,0.9778882424267858,0.9779388545239623,0.937638244659342,0.9378195911318584,0.9814512587510612,0.9780572855530653,0.9795178256410807,0.9593671321350521,0.8785588137219708,0.9077468217203833,0.8062442167329827,0.9492765817095455,0.6493376967855251,0.8304599367634307,0.43531664576347867,0.8469860516667871,0.8195124060165152,0.8395309506068439,0.3698955240160298,0.9209042875741327,0.6241030074966059,0.7835120508705665,0.9308120981532281,0.9631324849103382,0.6805919116961879,0.8906357844825782,0.9403008360842381,0.9764841607591858,0.9488708954101507,0.9628979132828945,0.8563586955956142,0.8959455978101187,0.9061032584333131,0.8739675258532925
[KR] 하나금융지주,0.7751054414067188,-0.5679588769427982,0.715581232022023,0.7334816282518805,0.7998264117958956,0.8060768633464532,0.644153226783729,0.743515649564644,0.6411386966060119,0.9268396265392254,0.8567041143706103,0.3368894527342171,-0.07357318907627007,0.2275188730130939,-0.8112877971620729,0.7470905007083004,0.8649247037693173,-0.03592726152475856,0.696067487731144,0.9767670779664229,0.7958529827813364,0.9977619155644113,0.9773548545670956,1.0,0.9923839711966425,0.9749665641811295,0.9859458223111015,0.9882062181604883,0.9881900719666855,0.8629287681874963,0.863288409152284,0.9887545521456693,0.9841071774712776,0.9815670729722668,0.9275423995560718,0.7953353966253278,0.9488160194364982,0.7087064352419168,0.9860252100491022,0.5245345703270876,0.7340838030508687,0.3870777605564346,0.7612845172889384,0.7259931868829839,0.7359261990095538,0.5020154247513453,0.8486075566958262,0.7532317828822448,0.7943720309540614,0.9795184330280555,0.9325663336166917,0.6005771963515377,0.8288739023281427,0.9069949329375382,0.9824011340997065,0.9861663356756935,0.9395201718887805,0.7638085516203759,0.8325531782970506,0.8297665149632485,0.7934806951889506
[KR] KB금융,0.8126411825760824,-0.5552416351325852,0.7605261007947413,0.6648334492590051,0.7715746696108458,0.8532397747450976,0.7012148385128586,0.7868667187377237,0.7085090140461487,0.8889087432433578,0.8002837847132276,0.243695605853104,-0.17511334344167462,0.30416153526088086,-0.7937413134035239,0.7972712262150148,0.8746104688062498,-0.1412166368338192,0.7472671034087323,0.9674614822306148,0.7653581768651581,0.9870689768551039,0.9911289448020377,0.9923839711966425,1.0,0.9488127517139028,0.9932410796244677,0.991901738526425,0.9918678564127643,0.9034212016851184,0.9036754097568824,0.9931761667722686,0.9902188417317934,0.9897630388842433,0.9556993410083274,0.8458799946428375,0.9402510812275032,0.7611830767124516,0.9714403446645364,0.5882204430366599,0.7879182846298115,0.4515396240951143,0.8067468596477734,0.775482033972975,0.8024687614956696,0.4492283985300932,0.8943007723268116,0.6920041416345729,0.7763954386622676,0.9600817777266545,0.9489965227528321,0.6650950322169273,0.8588896085938483,0.9247669081075172,0.9830825037384066,0.9677522947658199,0.9530108852816268,0.8236811782372958,0.8705845755278373,0.8742057300890573,0.8325468173821446
[KR] 우리금융지주,0.7137253648440031,-0.5456261089385315,0.654273808282015,0.8579604015591049,0.8682412812910508,0.7098954734508027,0.5537147019052601,0.671535407554395,0.5115339601144511,0.9775577020811151,0.9363987390302135,0.506765119611951,0.10895660812888842,0.12388937137115756,-0.7771522317170207,0.6500067396285457,0.8526561772593918,0.1517882920490729,0.6087563289763458,0.9722744101673568,0.7960148016118577,0.9859798735442201,0.9308188386105911,0.9749665641811295,0.9488127517139028,1.0,0.9468441282467736,0.9468279751249099,0.946972331541161,0.7947880236305115,0.7953601845198759,0.9485832427983998,0.9389617423414613,0.9339816756766164,0.8511313757241796,0.7019476459295765,0.9126100635016916,0.6287181613014539,0.9829574653327621,0.4363054871833198,0.6495123695171463,0.20297879411072273,0.6946307077112178,0.6537498293520737,0.6121869179137326,0.5159146860570718,0.7569864774711939,0.8053138555307325,0.8374998377721851,0.9806146588042213,0.8968031267315609,0.4446011703453477,0.7814380853261949,0.8726761500413249,0.9592884335318805,0.9905182008156324,0.9013599779005836,0.6537672207977441,0.7644306416956149,0.737099155018932,0.7299491369404686
[IDX] 다우 존스,0.8161589129200116,-0.5687231190704541,0.7707478018965251,0.676587403847908,0.7759198127596808,0.8575682641857688,0.6946993665018406,0.7865151778655343,0.6984328068804369,0.8938499890247544,0.8063071556610846,0.2626409768023877,-0.154227877422732,0.271725117791659,-0.7898582068264636,0.7912400852704206,0.8862476446998574,-0.11213837722206547,0.7439673318651295,0.9694586534643748,0.7687319209277396,0.98223202446955,0.9883809461873737,0.9859458223111015,0.9932410796244677,0.9468441282467736,1.0,0.9925119441701902,0.9925241286953336,0.9184994710018984,0.9187427478876803,0.9949907548605702,0.9897536393137042,0.989475420475252,0.9552997024580077,0.8501834787214186,0.9327941118954731,0.7698093753376097,0.9703668360637175,0.6021890353095131,0.794124792231387,0.4297929482334022,0.814943090493405,0.7841980389550733,0.8033491429898192,0.4331982844255937,0.8980728076179723,0.6875825170748139,0.7918189133791306,0.961047143558953,0.959067644235779,0.6627745903441603,0.8702751167110553,0.9327756749519125,0.9886093989926406,0.9721976446690025,0.9590479873466877,0.8232544075154462,0.8739109224007333,0.8757962171462909,0.8300547957471983
[IDX] S&P 500,0.7731705406900109,-0.6033677371185284,0.7233450695695074,0.6841988562748098,0.746701603703356,0.8298804899506013,0.6464254476390793,0.7417674454950091,0.6679192282156472,0.8916278421283457,0.8153388921264314,0.26305170897423646,-0.12770606523185568,0.20948738105779502,-0.8326741436264862,0.7625458856210435,0.8431151504521986,-0.08712003207451535,0.7002573311674718,0.9557285050706454,0.8122837705619739,0.9833132282629514,0.9778882424267858,0.9882062181604883,0.991901738526425,0.9468279751249099,0.9925119441701902,1.0,0.9999963341139869,0.8790189062079582,0.879283228852535,0.9996534558837535,0.9982127579421191,0.9955356111014816,0.9556844915605897,0.8224508897569739,0.9658932177500666,0.7252158446496293,0.9806281881186253,0.5455447248915326,0.7603394845821814,0.4811234855599602,0.7721665395592044,0.7400482650496122,0.7782622143008348,0.5135984866250968,0.8795632059162304,0.7362176631132493,0.7653375734972487,0.9705443885557427,0.9231213001616047,0.672520169857403,0.8292382243445652,0.9075715293095672,0.9793991877171929,0.970748528348927,0.9416637622536697,0.804108218645556,0.8480513408227409,0.8513781765091051,0.7876388137152234
[US] S&P500,0.7729185620569222,-0.6035791609899991,0.7230612856353728,0.6845562642596899,0.7467798532668357,0.8295218724842846,0.6461245646915319,0.74146431137386,0.6674639008455419,0.8917164735853571,0.8155608652778443,0.2632425352028008,-0.12749025102394207,0.20899464396215428,-0.8327759062886142,0.7621482264768078,0.842994880486716,-0.08667921368279863,0.6999001580584894,0.9557025471984976,0.8127406114387558,0.9833596182249721,0.9779388545239623,0.9881900719666855,0.9918678564127643,0.946972331541161,0.9925241286953336,0.9999963341139869,1.0,0.8790271833192003,0.8792953765437667,0.9996632898762148,0.998169675689606,0.9954546655576793,0.9554970089435402,0.8221304435679386,0.9659846865006431,0.7248608845628568,0.9806998248292448,0.5451337901081623,0.760090004857207,0.4807812272567589,0.7719195297820692,0.7397712973871126,0.7779388257805282,0.5138225852617259,0.8793352523061786,0.7365032492580683,0.7653384237255277,0.9706053425413561,0.9230321786528054,0.6726799646053916,0.8289890838316737,0.9074529395753662,0.9793690329987368,0.9707889787027938,0.941511007013341,0.8037890384517322,0.8477811105266125,0.8511431559127011,0.7873695065217662
[IDX] 러셀 2000,0.9482063661524022,-0.3274465217088491,0.9279189738319864,0.44972074403923273,0.7340057092116974,0.963564511373324,0.8981286412318399,0.9391385433036668,0.8781294461244739,0.7315940355613968,0.571266259089492,0.010797257410178658,-0.4328613549680397,0.6038727861083268,-0.5444352428447097,0.9263093227777998,0.9330494068901566,-0.3876051174483655,0.9191773709895775,0.8911224253899831,0.501152555382365,0.852796758142699,0.937638244659342,0.8629287681874963,0.9034212016851184,0.7947880236305115,0.9184994710018984,0.8790189062079582,0.8790271833192003,1.0,0.9999938447070748,0.8894155319838768,0.8881268179922465,0.9000799310260186,0.9372224343851371,0.9604770863348713,0.7396428368787459,0.9334257611957713,0.8208681990654334,0.8432467967149678,0.9389440617414716,0.3927586762274943,0.9520544184729006,0.939348119639248,0.9331209580638918,0.07031846259759822,0.965194529317757,0.3561360772823718,0.7848419592060426,0.7844234329898324,0.9596029281898907,0.6663445676279915,0.9617101781496554,0.9552323041781171,0.9128151226902226,0.8355019296593854,0.9512986106383544,0.9241580153253015,0.9452252766809354,0.9652324588149213,0.9551946535645455
[US] 러셀,0.9480555127559218,-0.3277201197241646,0.9277002526776479,0.45076808706490246,0.7346132472147695,0.9632369676102118,0.8977278968712816,0.9389140815428271,0.8775110132861004,0.7323060364115744,0.5721528739115213,0.011873714981928862,-0.43181889781182287,0.6030859805707298,-0.5448826114542011,0.9259128493595287,0.9332392107598638,-0.38646562885306907,0.9188534788532979,0.8915025978896252,0.5017730413353709,0.8532133013305613,0.9378195911318584,0.863288409152284,0.9036754097568824,0.7953601845198759,0.9187427478876803,0.879283228852535,0.8792953765437667,0.9999938447070748,1.0,0.8896855906611408,0.8883584628967591,0.9002883401900932,0.9372284551450455,0.9602337040594995,0.7400065010791956,0.933137381226679,0.8213453505765368,0.8427867079853543,0.9386941987097298,0.39212436068227674,0.9518945685049317,0.9391247989269502,0.9327168997986447,0.07082938809841821,0.9649624904171812,0.3569497909029736,0.7853529056222002,0.7849102024546311,0.9597199819805465,0.6660052194465904,0.9616634000643478,0.9553539631743606,0.9131176247632794,0.835985881615865,0.9514270289389313,0.9236956857666707,0.9450087742513147,0.9649806364423987,0.9550159687016262
[US] 미국 전체,0.785790038538211,-0.5921153331734155,0.7370322368181059,0.6860092746756248,0.7574410409315416,0.8383217288606947,0.6600985256437385,0.7546380442641795,0.6767514175327435,0.8944251499549537,0.8147157853256228,0.26294636690815903,-0.13352622957486254,0.22616066859869197,-0.8221780357448266,0.7718377905299458,0.8551445687361257,-0.0921378097535782,0.712856262981306,0.9606850616697602,0.8023403146987134,0.9842798655519001,0.9814512587510612,0.9887545521456693,0.9931761667722686,0.9485832427983998,0.9949907548605702,0.9996534558837535,0.9996632898762148,0.8894155319838768,0.8896855906611408,1.0,0.9981296872255472,0.9960833754113346,0.9581001484400452,0.8312228650006147,0.9596025376364213,0.7379064854166756,0.9804219249454721,0.561002922837031,0.7712415954499992,0.46823758501447366,0.7846356258825048,0.7528991803721697,0.7855524090262898,0.49460079527866535,0.8860132329484205,0.725525102252428,0.7761256766966383,0.9692658518510644,0.9315003165179805,0.6684583051777646,0.8409475511377524,0.9161231748880355,0.983219357872183,0.9725505010290457,0.9481481272628773,0.8102649151921975,0.8562640219293144,0.8591802340607584,0.7998238641206538
[IDX] NASDAQ,0.7968392201832791,-0.568064708708021,0.7495348779808475,0.6731119610541445,0.7546008198501324,0.8518666277440841,0.6763525729296516,0.76718129381665,0.6971269198799046,0.8849169868905958,0.7976769815490495,0.23692407799631046,-0.15499518097974777,0.24924780953690967,-0.8100790273261714,0.7900730184192776,0.8550254041774479,-0.11417529145051812,0.7287216828804683,0.9566937932348356,0.7874584567235514,0.9776810142869314,0.9780572855530653,0.9841071774712776,0.9902188417317934,0.9389617423414613,0.9897536393137042,0.9982127579421191,0.998169675689606,0.8881268179922465,0.8883584628967591,0.9981296872255472,1.0,0.9991083495863683,0.9692163265292774,0.8456464175235328,0.9577304919644863,0.7517427615634995,0.9771310818031013,0.5785260495620844,0.7877905917589049,0.48831134962378203,0.7956226294733257,0.7657830138553434,0.8011312552863838,0.4849517093873886,0.8985752663710617,0.709866531245051,0.7807018530210538,0.9599871691843251,0.924460110748928,0.6664900763891549,0.8476058077600742,0.9218189674236442,0.9807278931724982,0.9649205459192843,0.953211067602053,0.8267783728345738,0.8689942439889645,0.8723177250170792,0.8094043758560885
[US] 나스닥,0.8191830683815328,-0.5412085924274823,0.7739724861819981,0.6645239978538728,0.7644104161498427,0.8699696926727498,0.7030409317961872,0.791247709522371,0.7202707720399374,0.8818392250988385,0.7859772687617554,0.22359221544487945,-0.17427267491854975,0.2839308936423842,-0.7892123839374648,0.8114967575700676,0.8708816967065203,-0.13490769821295812,0.7543662269796398,0.9603017598386236,0.7627621776157648,0.974129684017044,0.9795178256410807,0.9815670729722668,0.9897630388842433,0.9339816756766164,0.989475420475252,0.9955356111014816,0.9954546655576793,0.9000799310260186,0.9002883401900932,0.9960833754113346,0.9991083495863683,1.0,0.976943740072769,0.8647919367446442,0.9459346316986014,0.7762540812762354,0.9729028784838897,0.608948877815733,0.8097747019592688,0.48310314890467504,0.8177943552786006,0.7895301432209264,0.8185379727922917,0.4523473685161271,0.912649807919102,0.6851687090039534,0.7937548584530273,0.9523988440337935,0.9328175039078224,0.6594891844090801,0.866466557458927,0.9347702365558623,0.9833821363466166,0.9619053002378274,0.9630059636644418,0.8432394626744644,0.8859832253506441,0.889025425868543,0.8305044515016419
[US] 나스닥 레버리지,0.8934926113038743,-0.41396918242616326,0.8597779946607349,0.5296494626593792,0.7233571316596948,0.9477171780284506,0.819358735961168,0.8777386042507845,0.8441662628419621,0.7898301797368529,0.6498258196526056,0.048797151429927785,-0.3519756255109296,0.4615902437162404,-0.6802733017070021,0.9065714547927805,0.8850581974054419,-0.31139543541761594,0.8586399516658095,0.9190479842822091,0.6378759729324431,0.912095695955921,0.9593671321350521,0.9275423995560718,0.9556993410083274,0.8511313757241796,0.9552997024580077,0.9556844915605897,0.9554970089435402,0.9372224343851371,0.9372284551450455,0.9581001484400452,0.9692163265292774,0.976943740072769,1.0,0.9434734094533852,0.8749438942453206,0.8707081966221205,0.9076667040584424,0.740421381983702,0.903365278487927,0.5432778717642333,0.8945868649288146,0.877568140890376,0.9141494426949741,0.29959630248309516,0.9725772238248092,0.523950587618746,0.7817559358340733,0.8672600000548706,0.9241518278404884,0.6889090460928826,0.9151288443029758,0.9539252784504267,0.9514577978745743,0.8922833334802132,0.970685941734607,0.9274048694664794,0.9433732810140328,0.9589234325277648,0.899160449864467
[US] 미국 반도체,0.9777202238267019,-0.18564839868182642,0.967814104279824,0.3401732605880255,0.686660272062047,0.9973299827342912,0.9600536122317789,0.9794434269190438,0.957021227910866,0.6421983009949036,0.446714638113509,-0.12652075592296635,-0.539774418434112,0.7213954957771129,-0.4367745643838526,0.9869601701246976,0.9065434675716486,-0.506545273465178,0.9768748087625978,0.8313827360992846,0.3712591121034813,0.7749809389459329,0.8785588137219708,0.7953353966253278,0.8458799946428375,0.7019476459295765,0.8501834787214186,0.8224508897569739,0.8221304435679386,0.9604770863348713,0.9602337040594995,0.8312228650006147,0.8456464175235328,0.8647919367446442,0.9434734094533852,1.0,0.6729476641133899,0.9810856873607205,0.7540878207397246,0.9186118088149497,0.9903726895405477,0.4569010130668299,0.9821454350613876,0.9803623781752717,0.9780814810987069,-0.027156272635251763,0.9889667176095096,0.22910619282612285,0.7629231580728344,0.6935780970741139,0.8997826522110794,0.6223584623942063,0.9677812052479157,0.9450359970992016,0.8568327203484912,0.7529982813061007,0.933911941001525,0.9751860632606261,0.9769114784367599,0.9964317878673801,0.9782444162640576
[US] 엔비디아,0.5938559569120092,-0.7207924223516377,0.5316133503466974,0.6798250700939941,0.6238605588770981,0.6848094033059102,0.45130473893521017,0.5567356966500473,0.509173305292568,0.8495321684448065,0.8238669781040839,0.29816533701668646,-0.021074300725512408,-0.010781320532494018,-0.9265045700306045,0.6041437427897368,0.6854450788477605,0.020391959545504216,0.5137249001961532,0.8738575058249546,0.9171772566586883,0.9454586251115762,0.9077468217203833,0.9488160194364982,0.9402510812275032,0.9126100635016916,0.9327941118954731,0.9658932177500666,0.9659846865006431,0.7396428368787459,0.7400065010791956,0.9596025376364213,0.9577304919644863,0.9459346316986014,0.8749438942453206,0.6729476641133899,1.0,0.5391527704153686,0.9540835763490081,0.3322266273135132,0.592217816235241,0.5463071180346083,0.5938568019332692,0.5557542597938268,0.6391855889452832,0.7087519639767607,0.7552682421198746,0.8482978672578251,0.6316203343250785,0.958929427386024,0.8016608943593002,0.6854454571962667,0.6623154853926607,0.7755020434461972,0.9036213860480414,0.9270249826242616,0.8296736102090941,0.6750073888405359,0.7039520663105863,0.7110503264189879,0.6121760832772261
[US] 마이크론,0.9912667460067683,-0.04477395155509815,0.9948810347288937,0.29806975570728766,0.7020185074126487,0.9682458181199333,0.9893067515541266,0.9974973008096464,0.9510351247815071,0.5859780310163517,0.37411886618805906,-0.13608718111771959,-0.547679476220437,0.8118267271040854,-0.2798674101912587,0.9803529146988266,0.9110997457733442,-0.5192127711461229,0.9958028968028388,0.7791469126323401,0.21545061953395672,0.6908224813960429,0.8062442167329827,0.7087064352419168,0.7611830767124516,0.6287181613014539,0.7698093753376097,0.7252158446496293,0.7248608845628568,0.9334257611957713,0.933137381226679,0.7379064854166756,0.7517427615634995,0.7762540812762354,0.8707081966221205,0.9810856873607205,0.5391527704153686,1.0,0.6656000478779243,0.9701973764616978,0.9924022624955754,0.3135924174055375,0.9948436558506276,0.9986300069504418,0.9484575064754888,-0.20173291754846678,0.9490576443285867,0.09218018430413086,0.7718932366755261,0.5975520223492851,0.8685846676590461,0.5005753832930837,0.9718688061920027,0.9209601776855348,0.7917658997530233,0.6770842509785671,0.8925370408994494,0.9435150720693426,0.9606059053648996,0.9696681010406094,0.9883705201933306
[US] 브로드컴,0.7283018400532576,-0.5957894402949192,0.6799113640098765,0.8085148077459048,0.8232921577423392,0.7524017265368962,0.5720045939485362,0.6881898457031818,0.5600433541479354,0.952494374910633,0.8996314300909348,0.41912047487699877,0.0404223728159114,0.1169996955236502,-0.8163880582515664,0.6897592742412808,0.8410802077296362,0.07524708629618274,0.6312849368750012,0.9687579489179747,0.8132733882900662,0.9897941701820252,0.9492765817095455,0.9860252100491022,0.9714403446645364,0.9829574653327621,0.9703668360637175,0.9806281881186253,0.9806998248292448,0.8208681990654334,0.8213453505765368,0.9804219249454721,0.9771310818031013,0.9729028784838897,0.9076667040584424,0.7540878207397246,0.9540835763490081,0.6656000478779243,1.0,0.4711583245579998,0.6977961276804275,0.33544208219314164,0.7256865732529129,0.6877476017204818,0.6812844248633879,0.5413784249955186,0.8121599403457591,0.7996898360370023,0.8182771286081817,0.9905485956958907,0.9027529246217589,0.5334670952913094,0.7981891996869208,0.8932352238158552,0.9748882267600828,0.9919395686500987,0.9235358836979832,0.7239021914777978,0.8077250208911951,0.7818933315291312,0.7451067208290493
[US] 인텔,0.9442915747178526,0.1575524480155295,0.9622523480157636,0.09946050459467233,0.5842439369546522,0.8905990322149905,0.98860488289012,0.9623509971992525,0.9415599343568485,0.40204284285194025,0.16734457789976154,-0.275120969683728,-0.6440607378733616,0.9208874039227207,-0.06352925963476098,0.9379154437443333,0.8188289988882514,-0.6149554157420921,0.9778519749799873,0.6188005222823432,-0.0007782682729252865,0.5033153389111183,0.6493376967855251,0.5245345703270876,0.5882204430366599,0.4363054871833198,0.6021890353095131,0.5455447248915326,0.5451337901081623,0.8432467967149678,0.8427867079853543,0.561002922837031,0.5785260495620844,0.608948877815733,0.740421381983702,0.9186118088149497,0.3322266273135132,0.9701973764616978,0.4711583245579998,1.0,0.9510606966738341,0.2462833386165896,0.9454297062395912,0.9621297966494163,0.8991211748211152,-0.41236338667957323,0.8618186074815631,-0.14050866430203607,0.6704968675185276,0.3933052942715646,0.7392939894919116,0.4056620336273982,0.8981359408590837,0.8096379967750393,0.6301040903803259,0.4898628118230389,0.7659324927291377,0.8772099479870022,0.8767386706608734,0.9008052873557395,0.9314554103881421
[US] AMD,0.9855104902566164,-0.08441876420465912,0.9853171897235503,0.31082502387385963,0.6921363161014317,0.9833599990665208,0.982215003648508,0.9890100705988665,0.9597596164719208,0.5978215685868696,0.39003922586839496,-0.15807916224379162,-0.5604274430936788,0.7846547965345972,-0.33065385288744065,0.9896564450472738,0.9000557394772482,-0.5263935829300165,0.9892335203803829,0.7903824397074869,0.2736943473802525,0.7158833404465381,0.8304599367634307,0.7340838030508687,0.7879182846298115,0.6495123695171463,0.794124792231387,0.7603394845821814,0.760090004857207,0.9389440617414716,0.9386941987097298,0.7712415954499992,0.7877905917589049,0.8097747019592688,0.903365278487927,0.9903726895405477,0.592217816235241,0.9924022624955754,0.6977961276804275,0.9510606966738341,1.0,0.3813270666475334,0.9895812101262543,0.9924110426409456,0.9665967154021942,-0.13299468107051213,0.9692651511751593,0.1383759363591826,0.7702172689208413,0.626207798512617,0.8666721607404515,0.5491577193536267,0.9660040353293793,0.9296286576598265,0.8114271997058236,0.6977733500519427,0.9076325876122527,0.9631692500635652,0.9701518565876567,0.9832814802776276,0.983370081755056
[US] 퀄컴,0.2693025295499785,-0.45713374705393217,0.23609136275829593,-0.21659328398190733,-0.163653432654709,0.4783767590961982,0.3193895105025211,0.28866141621126973,0.5358661144448967,0.0646521736141722,-0.0029658132695815063,-0.5183765398548348,-0.6077728687969736,0.16801445181452465,-0.5577959989803288,0.44016094256669486,0.12643018000405934,-0.5906052362367606,0.3353900749882414,0.24044297435475287,0.46415715302507743,0.3447320471437907,0.43531664576347867,0.3870777605564346,0.4515396240951143,0.20297879411072273,0.4297929482334022,0.4811234855599602,0.4807812272567589,0.3927586762274943,0.39212436068227674,0.46823758501447366,0.48831134962378203,0.48310314890467504,0.5432778717642333,0.4569010130668299,0.5463071180346083,0.3135924174055375,0.33544208219314164,0.2462833386165896,0.3813270666475334,1.0,0.2890508945866262,0.2925007328388831,0.5760092456776412,0.4132530254728048,0.5110386607059143,0.22775678637870192,-0.059890317406166585,0.3272471126574109,0.28463367257412275,0.8601500692562019,0.24822346851358482,0.2845887208496978,0.34255548972324684,0.2698169970245692,0.3394906177781574,0.5531753747227132,0.38032714541036955,0.4841159449559834,0.28294491276811967
[US] 시게이트,0.9958582137161516,-0.10153171074048871,0.9953281153802902,0.3883906825598501,0.756973230031059,0.9717235388556779,0.973507836883811,0.996258435347445,0.9259704482441593,0.6551142410923422,0.4559558394412842,-0.055961163902876775,-0.4802276652452216,0.7596678810904354,-0.3378234131263298,0.9731024717492592,0.9408275661367095,-0.4500173831729463,0.9852882108201787,0.8304077248424602,0.280889660441411,0.747391401816569,0.8469860516667871,0.7612845172889384,0.8067468596477734,0.6946307077112178,0.814943090493405,0.7721665395592044,0.7719195297820692,0.9520544184729006,0.9518945685049317,0.7846356258825048,0.7956226294733257,0.8177943552786006,0.8945868649288146,0.9821454350613876,0.5938568019332692,0.9948436558506276,0.7256865732529129,0.9454297062395912,0.9895812101262543,0.2890508945866262,1.0,0.9982128396380212,0.9388976300539102,-0.13998295450141277,0.9572467079321983,0.17254358774865103,0.8176606522376267,0.66175133357395,0.904656199425932,0.49913368417883797,0.9871161501493104,0.9508804960439945,0.8385721093073187,0.7376324947038393,0.9249175634457261,0.939914795172665,0.9728062672285156,0.973180820731386,0.9960616070218692
[US] 웨스턴디지털,0.9944795219010295,-0.05814371673196842,0.9970983283216116,0.3388670320268554,0.729512952776621,0.9677910199037794,0.9845695105306398,0.9980937713077724,0.93902937218897,0.6137997295048961,0.40651093415701617,-0.10227777681386188,-0.5178596308376547,0.7938698813781294,-0.2942668832631778,0.976976151337142,0.9244586642969064,-0.4878737690901093,0.9923455244082543,0.7986092839598808,0.2352171184960445,0.7103278516032531,0.8195124060165152,0.7259931868829839,0.775482033972975,0.6537498293520737,0.7841980389550733,0.7400482650496122,0.7397712973871126,0.939348119639248,0.9391247989269502,0.7528991803721697,0.7657830138553434,0.7895301432209264,0.877568140890376,0.9803623781752717,0.5557542597938268,0.9986300069504418,0.6877476017204818,0.9621297966494163,0.9924110426409456,0.2925007328388831,0.9982128396380212,1.0,0.9417431753910099,-0.1844408860858839,0.9504200701190356,0.11999557668836634,0.7954974412472036,0.6198153946458773,0.8807053396319734,0.49098709891874015,0.9785494460788882,0.9334275151651725,0.8082863663835879,0.6991265839157405,0.904620836845808,0.9397545541417892,0.9653477706499582,0.9696025939533078,0.992465879827544
[US] 애플,0.9269054758526081,-0.21087806930711822,0.9232095981002026,0.19245809809505832,0.5499279644778503,0.9779985701906291,0.9407255682626285,0.9359639645881503,0.9730987363909138,0.5248046247600423,0.3268823342040859,-0.27146114076809413,-0.6559932877508868,0.7396640655120676,-0.4234309633296139,0.9711980391138503,0.8176311458412828,-0.6273689533070567,0.946590976755691,0.7469296691273535,0.34529607949366753,0.7096848259924846,0.8395309506068439,0.7359261990095538,0.8024687614956696,0.6121869179137326,0.8033491429898192,0.7782622143008348,0.7779388257805282,0.9331209580638918,0.9327168997986447,0.7855524090262898,0.8011312552863838,0.8185379727922917,0.9141494426949741,0.9780814810987069,0.6391855889452832,0.9484575064754888,0.6812844248633879,0.8991211748211152,0.9665967154021942,0.5760092456776412,0.9388976300539102,0.9417431753910099,1.0,-0.037504571410026784,0.9723855008151905,0.15872404441972482,0.64628217359119,0.6229392027165814,0.8430562639611902,0.7119280026392424,0.908092617897987,0.8804141090300339,0.7933654812494246,0.6731005232698302,0.8743806186384184,0.9799839238445781,0.9409228882059417,0.9792632335900949,0.9350254221442011
[US] 마이크로소프트,-0.13321967292830814,-0.770282100565342,-0.21087370222754145,0.5119498578222543,0.11616764816495816,0.04602528894818349,-0.2915142932090389,-0.17930282275792303,-0.1788166664520555,0.48143715972636614,0.621443099215595,0.42570615268093914,0.4086994333951607,-0.6736120951545539,-0.8367482568585731,-0.10128555904068694,0.028132498742248033,0.4304177246035171,-0.22193027410080995,0.35356718173869883,0.873139638287433,0.508723350988226,0.3698955240160298,0.5020154247513453,0.4492283985300932,0.5159146860570718,0.4331982844255937,0.5135984866250968,0.5138225852617259,0.07031846259759822,0.07082938809841821,0.49460079527866535,0.4849517093873886,0.4523473685161271,0.29959630248309516,-0.027156272635251763,0.7087519639767607,-0.20173291754846678,0.5413784249955186,-0.41236338667957323,-0.13299468107051213,0.4132530254728048,-0.13998295450141277,-0.1844408860858839,-0.037504571410026784,1.0,0.09345056765150582,0.8971559418887287,0.0766798697890257,0.6024981675771216,0.1926415581838385,0.3855430986192907,-0.041887804107989486,0.12694475713157946,0.3812130242548209,0.4984315789001525,0.21771476443404628,0.006088394492227493,0.018174193822213903,0.009820958361572063,-0.1145304801579741
